start	end	text
327680	332800	always slept through and don't know very much about it oh I can't wait to tell mummer and
332800	335360	papa about all this they'll be really amazed
341280	349360	move in what is it we will wake up tomorrow won't we move in I'm sure we will why I just don't want to
349360	355840	go on sleeping and sleeping until spring well we woke up today so but we don't know about tomorrow
355840	361120	no of course not we'll have to wait and see if we're awake we'll know and if we're asleep then
361120	369280	it doesn't matter hmm well if I'm not awake and you are wake me up okay mummin is all right go to
369280	374640	sleep now what if it's the other way around mummin well what if I wake up and you're still fast
374640	382000	to sleep I don't mind sleeping all winter now stop talking to me you'd better wake me up or else
391440	393440	oh
405920	409280	hey little mine or have you gone to
409280	411280	oh
421520	427920	hello well wonderful place for skiing you've got here what are those funny things on your feet
429760	435520	hey what you're joking huh you mean you really don't know what these are that's why I'm asking
436240	442160	well they're skis didn't you see me come down yes I did can you slide on the ice with these and
442160	450800	go just as fast oh no on ice you have to use skates what is that young lady oh it's a snowboard
450800	452000	you slide on the snow with it
452000	454000	oh
462640	467760	that's not bad but it's only a silver tray isn't it that's right mister I'll teach you to ski
467760	472880	no thank you I'll learn by watching you won't take me long at all I'm afraid skiing is not that easy
472880	477840	young lady don't worry it will be for me everything is once I decide to do it
482000	491840	oh so you spend all year going where the snow is that must be tiring not at all life should
491840	497920	be a struggle this jam is really good does it always have to be winter catch a struggle in spring
497920	503440	and summer instead well no that would be too easy you could just sit back and relax no you've
503440	509600	got a face up to the cold and exercise to keep warm oh that sounds very interesting mr brisk
510400	517840	one clear cold bath a day keeps all those unnecessary thoughts away my own little poem
518480	524000	what you don't mean you swim in this weather do you the water must be very close to freezing
524000	530400	well the seas a lot colder than that it is frozen is there a river yes there is but the water
530400	538640	looks very very cold sounds just right have you got any more of this wonderful jam it's delicious
539600	545120	there's some more in the cellar but we've got cranberry up here if you'd like that no thanks
545120	550880	this will do for now I'd appreciate some after my daily swim it'll work up an appetite
561280	566560	can hardly watch it makes me shiver all over is everybody like you where you come from
566640	570400	uncrossively not ready to join me no thank you
574000	582640	hello what are you two looking at uh oh hello there little dog we're watching that madman down there
588640	594000	he looks like he's swimming moving valley is full of very odd people he's not from moving valley
594080	601280	as a matter of fact how are you i'm sorry you and i'm looking for my brothers i don't suppose you've
601280	607680	seen them have you your brothers have you lost them are they hibernating somewhere do you think
608160	615200	oh no not them they never do that well everyone else in moving valley is hibernating except little
615200	621120	my here i'm too tiki and the invisible mice me oh and that crazy person down in the river
628720	635360	my brothers are up in the lonely mountains is that far from here no not far lonely mountains
635360	638320	i know there are wolves up there but i never heard of any dogs
639680	642080	well wolves and dogs are brothers didn't you know
646160	653360	oh you know this tastes even better after an invigorating swim that's my favorite jam much
653360	663280	nice of the cranberry well i agree and doggie now don't you want your jam what no you have it
663280	669760	oh thank you now you look as though you're a bit worried about something yes i suppose i am
669840	677680	worries fat put it out of your mind why do you think your brothers are wolves did someone
677680	683680	tell you they were of course they are everyone knows that and besides i can feel the wolf in me
683680	688400	well you might feel it but nobody can see it for a star wolves are much bigger than you
688400	692240	i want to go and find them and then we can all hell at the moon i've been practicing
692880	697360	i can see why he wants to be a wolf but we'd better keep him here he could get hurt if he goes
697360	703920	up there on his own you don't really want to live with wolves do you oh i do very much
703920	708400	why don't you travel around with me sorry you i've got little dogs they could be your brothers
708400	713760	and sisters if you want well i don't know look i'm going to stay here in moment valley for a while
713760	720240	and we can become great friends you're going to stay here or yes marvelous slopes find swimming the
720240	726080	most wonderful jam and i'll do myself an igloo an igloo you mean a house made of snow yes that's
726080	739520	it exactly if it's all right with you moment i'll take this jam with me just to keep me going
750560	755360	hello there can i borrow your spade for a minute mr brisk of course what for my friend
755360	759760	i want to break up this barrel oh that's easy allow me little mine
763440	764720	how's that young lady
770240	773600	mr brisk really loves this jam he can't stop eating it
774240	778720	well it's very nice moment i can't imagine anyone not liking it
778720	783040	do you know how to ski too tiki well of course i do i just haven't done it yet
784000	793040	mr brisk says that he's gonna teach me oh i can't move my legs tied up like this
793040	796880	that's the whole point you don't have to you just move your skis easy is winking
802640	805120	first of all you have to learn how to fall properly
805600	808960	but if i learn to ski first then i won't move
816000	822320	little my husky too well they're just made from an old barrel yours are much more sophisticated
822320	829120	now then vangernie's and lean forward are you ready i don't think i like this it's too steep can i
829120	833760	practice on something a bit flatter well maybe next time now then off you roll
847120	853280	trying to start navel and movement you know i think this hill is even steeper than the last one
853280	856640	nothing to worry about you've already mastered falling down off you go
859120	861120	oh
867920	871200	oh stop me please you can do it yourself just calm down
876960	880000	oh look at that harvest you need
881360	883360	please someone stop me please
883440	885440	oh
888240	890640	that was terrific moment let's do it again
901120	905120	what are you looking at sorry you i can hear all my brothers howling out there
905120	909280	they're probably hungry and looking for food no i know they're calling me
909760	916560	i'm going to see them i've really got to a moment
928720	934160	got anything no night yet i'm afraid there's going to be trouble we're running out of jam
935120	942000	mr. brisk i suppose you can't stop eating it when you have to ask him to leave i can't do that
942560	945760	well of course you can it's your home and you can choose who you have
957200	962560	a snowstorm is sweeping through the valley usually a sign that spring is not far away
964160	966160	oh
994160	1021880	Oh, hello, Mr. Brisk, look, I'm sorry, but all the jams gone.
1021880	1023480	And just an empty jar.
1023480	1028480	Oh well, never mind, it was a great jam, but I have more important things on my mind.
1028480	1033480	You see, now that spring is here, I have to leave, Moomin Valley.
1033480	1036480	Oh, do you?
1036480	1040480	Hmm, it's sad, but there you are, I have to go.
1040480	1041480	Goodbye, Moomin.
1041480	1043480	Goodbye, Mr. Brisk.
1043480	1046480	Keep some jam for me.
1053840	1060280	Uh.
1077880	1082080	Hello, I'm sorry, I'm your brother, I've wanted to be with you for a long, long time.
1082080	1085280	I'm afraid I'm not very braver strong, but if you'd let me stay with you.
1087280	1089080	Oh, don't you know me?
1090880	1092880	Looks like I was wrong.
1093080	1096480	Oh, well, go on. Eat me if you want to.
1103880	1107480	It's a pity I didn't sleep at night instead of learning to howl.
1107480	1110080	Mum and I was right, I shouldn't have come.
1112080	1115080	I'm afraid I'm not going to sleep at night.
1115080	1117080	I'm afraid I'm not going to sleep at night.
1117080	1119080	I'm afraid I'm not going to sleep at night.
1119080	1122080	I'm afraid I'm not going to sleep at night.
1122080	1124080	I'm afraid I'm not going to sleep at night.
1124080	1126080	I'm afraid I'm not going to sleep at night.
1126080	1128080	I'm afraid I'm not going to sleep at night.
1128080	1130080	I'm afraid I'm not going to sleep at night.
1130080	1132080	I'm afraid I'm not going to sleep at night.
1132080	1134080	I'm afraid I'm not going to sleep at night.
1134080	1136080	I'm afraid I'm not going to sleep at night.
1136080	1139080	I'm afraid I'm not going to sleep at night.
1139080	1141080	I'm afraid I'm not going to sleep at night.
1141080	1143080	I'm afraid I'm not going to sleep at night.
1143080	1145080	I'm afraid I'm not going to sleep at night.
1145080	1149080	I'm afraid I'm not going to sleep at night.
1153080	1156080	Hello little doggy, what are you doing here?
1156080	1160080	Have you been waiting for me?
1160080	1164080	We'll have a great time traveling around the world together.
1164080	1166080	Ah!
1166080	1168080	Ha!
1168080	1170080	Ha!
1170080	1171080	Ha!
1171080	1173080	See? Ha! Ha! Ha!
1173080	1176080	Ha! Ha!
1176080	1179080	Ha! Ha! Ha! Ha!
1180080	1185080	Ding! Ding, ding, ding! Ding! Ding, ding!
1197080	1200080	BAM!
1206080	1208080	That was spring breaking through the ice.
1208080	1210080	Look at the theme moment, it's free again.
1210080	1212080	Well, little my, get back.
1212080	1214080	Oh.
1214080	1216080	Oh my goodness.
1236080	1246080	Little boy, hang on to me.
1246080	1248080	Thank you, woman.
1248080	1252080	Let's go.
1252080	1254080	It's all right, women.
1254080	1256080	Don't panic, I'm with you.
1256080	1258080	You're okay.
1258080	1260080	Whoa.
1261080	1262080	It's all right, women.
1262080	1264080	Don't panic, I'm with you.
1264080	1266080	You're okay.
1266080	1268080	Whoa.
1268080	1270080	Oh.
1270080	1272080	Over there, women.
1272080	1274080	Quick, do.
1274080	1278080	See, if you do what I tell you, there's nothing to be afraid of.
1278080	1280080	Just trust me, women.
1280080	1282080	I'm always right, aren't I?
1282080	1286080	Yes, I know you are, little my, but we'd still better hurry.
1287080	1290080	Come on, you two, just a bit further.
1296080	1298080	Whoa.
1298080	1300080	Whoa.
1300080	1302080	It's cold in here.
1302080	1304080	Quickly, let's get inside and light a fire.
1304080	1306080	You'll soon warm up.
1310080	1312080	Phew.
1316080	1320080	And so Mr. Brisk and the ice both left woman valley
1320080	1326080	and spring returned once more after a long and eventful winter.
1328080	1334080	They love the laughter and they love the living, the movements.
1334080	1342080	Believing in sharing and caring and giving the movements.
1342080	1346080	They're always happy and always at play.
1346080	1350080	The movements are having fun day after day.
1350080	1354080	The movements.
1354080	1358080	The movements.
1358080	1364080	They love the laughter and they love the living, the movements.
1364080	1370080	Believing in sharing and caring and giving the movements.
1370080	1374080	They're always happy and always at play.
1374080	1378080	The movements are having fun day after day.
1378080	1382080	The movements.
1382080	1386080	The movements.
1386080	1392080	The movements.
