Speaker_Start,Speaker_Stop,Speaker,Subtitle_Start,Subtitle_End,Text,Global_ID
"00:01:57,400","00:01:57,400",SPEAKER_08,"00:01:55,000","00:01:58,000","Are you sure we're on the right course for the island, Papa?",G07
"00:01:57,400","00:01:58,700",SPEAKER_46,"00:01:55,000","00:01:58,000","Are you sure we're on the right course for the island, Papa?",G08
"00:01:58,700","00:01:58,700",SPEAKER_08,"00:01:58,000","00:02:02,000","Yes, the winds with us and the sails are fine.",G07
"00:01:59,900","00:01:59,900",SPEAKER_08,"00:01:58,000","00:02:02,000","Yes, the winds with us and the sails are fine.",G07
"00:01:59,900","00:02:02,900",SPEAKER_46,"00:01:58,000","00:02:02,000","Yes, the winds with us and the sails are fine.",G08
"00:02:03,799","00:02:07,299",SPEAKER_30,"00:02:02,000","00:02:06,000","I bet if we keep this speed up, we'll be there by tomorrow.",G09
"00:02:07,700","00:02:10,800",SPEAKER_46,"00:02:06,000","00:02:10,000","Well, if the wind stays like this, you could be right.",G08
"00:02:31,500","00:02:33,099",SPEAKER_46,"00:02:31,000","00:02:33,000",Now make sure you're allergic.,G08
"00:02:33,599","00:02:38,800",SPEAKER_30,"00:02:33,000","00:02:39,000","Of course we will be, Papa, if we carry on like this, perhaps we'll see the light from the lighthouse while it's still dark.",G09
"00:02:38,800","00:02:44,699",SPEAKER_39,"00:02:33,000","00:02:39,000","Of course we will be, Papa, if we carry on like this, perhaps we'll see the light from the lighthouse while it's still dark.",
"00:02:44,699","00:02:44,800",SPEAKER_46,"00:02:44,000","00:02:47,000","Ah, this is the light.",G08
"00:02:45,199","00:02:47,599",SPEAKER_30,"00:02:44,000","00:02:47,000","Ah, this is the light.",G09
"00:02:57,599","00:02:59,000",SPEAKER_39,"00:02:55,000","00:02:59,000","Papa, the wind's dropped.",
"00:03:00,099","00:03:03,199",SPEAKER_30,"00:02:59,000","00:03:04,000","Well, that's strange, it shouldn't happen that quickly.",G09
"00:03:04,599","00:03:10,500",SPEAKER_30,"00:03:04,000","00:03:07,000","Do you want us to start rowing, Moomin, Papa?",G09
"00:03:13,500","00:03:16,800",SPEAKER_46,"00:03:13,000","00:03:17,000","Stupid wind, I really wanted to see the lighthouse at night.",G08
"00:03:17,800","00:03:19,199",SPEAKER_30,"00:03:17,000","00:03:19,000",It's getting foggy too.,G09
"00:03:19,099","00:03:21,000",SPEAKER_46,"00:03:19,000","00:03:21,000",I can't even see the stars anymore.,G08
"00:03:21,400","00:03:24,699",SPEAKER_30,"00:03:21,000","00:03:25,000","Right, Snuffkin, wake me in two hours and I'll take over.",G09
"00:03:25,000","00:03:26,199",SPEAKER_30,"00:03:21,000","00:03:25,000","Right, Snuffkin, wake me in two hours and I'll take over.",G09
"00:03:26,199","00:03:26,199",SPEAKER_35,"00:03:25,000","00:03:28,000","Okay, Moomin, Papa.",
"00:03:41,500","00:03:42,800",SPEAKER_35,"00:03:41,000","00:03:44,000","What's the matter, Little My?",
"00:03:46,000","00:03:47,199",SPEAKER_58,"00:03:46,000","00:03:48,000",I thought I heard something.,
"00:03:47,599","00:03:48,000",SPEAKER_35,"00:03:46,000","00:03:48,000",I thought I heard something.,
"00:03:52,099","00:03:53,000",SPEAKER_35,"00:03:52,000","00:03:55,000",Can you see anything?,
"00:03:53,300","00:03:54,300",SPEAKER_35,"00:03:52,000","00:03:55,000",Can you see anything?,
"00:03:54,800","00:03:55,199",SPEAKER_58,"00:03:52,000","00:03:55,000",Can you see anything?,
"00:03:56,099","00:03:57,099",SPEAKER_58,"00:03:55,000","00:03:59,000","No, but I can hear it.",
"00:03:59,599","00:04:02,500",SPEAKER_35,"00:03:59,000","00:04:03,000","It's so good eye, and it's getting closer.",
"00:04:10,099","00:04:14,800",SPEAKER_24,"00:04:10,000","00:04:12,000","Little Moomin, Papa, get up, Moomin!",G05
"00:04:15,400","00:04:17,500",SPEAKER_02,"00:04:15,000","00:04:17,000","You too, Moomin, quickly, before it's too late!",
"00:04:17,500","00:04:17,500",SPEAKER_58,"00:04:17,000","00:04:19,000","What's the matter, Little My?",
"00:04:17,500","00:04:17,600",SPEAKER_02,"00:04:17,000","00:04:19,000","What's the matter, Little My?",
"00:04:17,600","00:04:18,300",SPEAKER_58,"00:04:17,000","00:04:19,000","What's the matter, Little My?",
"00:04:18,300","00:04:19,500",SPEAKER_30,"00:04:17,000","00:04:19,000","What's the matter, Little My?",G09
"00:04:19,500","00:04:19,600",SPEAKER_30,"00:04:19,000","00:04:24,000","I can hear her ship, I can't see it, but it's very close and getting closer.",G09
"00:04:19,600","00:04:19,600",SPEAKER_58,"00:04:19,000","00:04:24,000","I can hear her ship, I can't see it, but it's very close and getting closer.",
"00:04:19,600","00:04:19,600",SPEAKER_02,"00:04:19,000","00:04:24,000","I can hear her ship, I can't see it, but it's very close and getting closer.",
"00:04:19,600","00:04:21,000",SPEAKER_58,"00:04:19,000","00:04:24,000","I can hear her ship, I can't see it, but it's very close and getting closer.",
"00:04:21,000","00:04:24,199",SPEAKER_02,"00:04:19,000","00:04:24,000","I can hear her ship, I can't see it, but it's very close and getting closer.",
"00:04:24,199","00:04:25,600",SPEAKER_30,"00:04:24,000","00:04:26,000",A ship? Where?,G09
"00:04:26,199","00:04:29,699",SPEAKER_35,"00:04:26,000","00:04:28,000","Over there, and she's bearing down on us.",
"00:04:33,000","00:04:40,000",SPEAKER_30,"00:04:33,000","00:04:35,000","Yes, by the boobalier right.",G09
"00:04:40,000","00:04:40,899",SPEAKER_35,"00:04:39,000","00:04:42,000",Maybe if we all shout as loud as we can.,
"00:04:40,899","00:04:40,899",SPEAKER_30,"00:04:39,000","00:04:42,000",Maybe if we all shout as loud as we can.,G09
"00:04:42,699","00:04:42,699",SPEAKER_35,"00:04:42,000","00:04:44,000",Look!,
"00:04:42,699","00:04:43,000",SPEAKER_30,"00:04:42,000","00:04:44,000",Look!,G09
"00:04:44,199","00:04:44,899",SPEAKER_35,"00:04:44,000","00:04:46,000",Oh!,
"00:04:44,899","00:04:45,000",SPEAKER_08,"00:04:44,000","00:04:46,000",Oh!,G07
"00:04:51,600","00:04:52,699",SPEAKER_58,"00:04:51,000","00:04:53,000",Too late for shouting!,
"00:04:52,699","00:04:52,699",SPEAKER_58,"00:04:51,000","00:04:53,000",Too late for shouting!,
"00:04:52,699","00:04:53,899",SPEAKER_08,"00:04:51,000","00:04:53,000",Too late for shouting!,G07
"00:04:56,000","00:04:57,899",SPEAKER_08,"00:04:55,000","00:04:58,000",Look out! It's gonna hit us!,G07
"00:04:57,899","00:04:58,000",SPEAKER_24,"00:04:55,000","00:04:58,000",Look out! It's gonna hit us!,G05
"00:04:59,800","00:04:59,800",SPEAKER_24,"00:04:59,000","00:05:01,000","I think Moomin's right, what can we do?",G05
"00:04:59,800","00:05:05,399",SPEAKER_30,"00:04:59,000","00:05:01,000","I think Moomin's right, what can we do?",G09
"00:05:23,800","00:05:26,100",SPEAKER_36,"00:05:23,000","00:05:25,000",I don't believe it!,
"00:05:30,399","00:05:30,899",SPEAKER_30,"00:05:30,000","00:05:32,000",Huh?,G09
"00:05:32,199","00:05:34,500",SPEAKER_30,"00:05:32,000","00:05:34,000","That's hard, the ship didn't hit us.",G09
"00:05:34,800","00:05:35,899",SPEAKER_02,"00:05:34,000","00:05:36,000","Oh yes, he did!",
"00:05:36,000","00:05:36,399",SPEAKER_30,"00:05:34,000","00:05:36,000","Oh yes, he did!",G09
"00:05:36,899","00:05:39,500",SPEAKER_02,"00:05:36,000","00:05:37,000",What?,
"00:05:39,500","00:05:39,500",SPEAKER_58,"00:05:39,000","00:05:41,000",It went right through us!,
"00:05:39,500","00:05:39,500",SPEAKER_02,"00:05:39,000","00:05:41,000",It went right through us!,
"00:05:39,600","00:05:41,000",SPEAKER_02,"00:05:39,000","00:05:41,000",It went right through us!,
"00:05:41,600","00:05:45,000",SPEAKER_30,"00:05:41,000","00:05:45,000","Right through us, that's impossible she couldn't have.",G09
"00:05:45,500","00:05:47,600",SPEAKER_35,"00:05:45,000","00:05:48,000",I wonder if there was anyone on board that ship.,
"00:05:48,600","00:05:49,899",SPEAKER_35,"00:05:48,000","00:05:50,000",I can't see any lights.,
"00:05:51,000","00:05:53,000",SPEAKER_02,"00:05:50,000","00:05:53,000","I know, Snuffkin, I think it's a ghost ship.",
"00:05:53,600","00:05:54,399",SPEAKER_30,"00:05:53,000","00:05:55,000",A ghost ship?,G09
"00:05:54,800","00:06:00,000",SPEAKER_30,"00:05:53,000","00:05:55,000",A ghost ship?,G09
"00:05:59,600","00:05:59,899",SPEAKER_02,"00:05:58,000","00:06:00,000","It's the only explanation, I think she's right.",
"00:06:00,000","00:06:02,399",SPEAKER_02,"00:05:58,000","00:06:00,000","It's the only explanation, I think she's right.",
"00:06:09,800","00:06:13,699",SPEAKER_30,"00:06:08,000","00:06:13,000","Papa, don't they say that if you see a ghost ship, something terrible is gonna happen to you?",G09
"00:06:14,000","00:06:18,699",SPEAKER_46,"00:06:13,000","00:06:17,000",What happened in the first place to make it become a ghost ship? That's what I wanna know.,G08
"00:06:19,100","00:06:22,000",SPEAKER_02,"00:06:17,000","00:06:20,000","Well, that's just some old sailor's tail, Moomin.",
"00:06:22,000","00:06:23,100",SPEAKER_58,"00:06:20,000","00:06:24,000","If it had been a real ship, we'd probably be sinking now.",
"00:06:23,600","00:06:29,199",SPEAKER_30,"00:06:20,000","00:06:24,000","If it had been a real ship, we'd probably be sinking now.",G09
"00:06:30,000","00:06:31,600",SPEAKER_30,"00:06:28,000","00:06:31,000",That's one way of looking at it.,G09
"00:06:32,000","00:06:32,100",SPEAKER_30,"00:06:31,000","00:06:34,000","Come on, cheer up you guys, at least it was fun.",G09
"00:06:32,100","00:06:32,100",SPEAKER_35,"00:06:31,000","00:06:34,000","Come on, cheer up you guys, at least it was fun.",
"00:06:32,100","00:06:32,399",SPEAKER_30,"00:06:31,000","00:06:34,000","Come on, cheer up you guys, at least it was fun.",G09
"00:06:32,399","00:06:32,500",SPEAKER_35,"00:06:31,000","00:06:34,000","Come on, cheer up you guys, at least it was fun.",
"00:06:32,500","00:06:32,600",SPEAKER_30,"00:06:31,000","00:06:34,000","Come on, cheer up you guys, at least it was fun.",G09
"00:06:32,600","00:06:34,300",SPEAKER_35,"00:06:31,000","00:06:34,000","Come on, cheer up you guys, at least it was fun.",
"00:06:34,600","00:06:37,199",SPEAKER_02,"00:06:34,000","00:06:36,000",What's the matter?,
"00:06:37,500","00:06:38,199",SPEAKER_02,"00:06:37,000","00:06:38,000",What are you laughing at?,
"00:06:38,300","00:06:39,199",SPEAKER_02,"00:06:38,000","00:06:40,000",What's so funny?,
"00:06:40,300","00:06:40,399",SPEAKER_35,"00:06:40,000","00:06:42,000",Are you going to tell us?,
"00:06:40,399","00:06:41,100",SPEAKER_02,"00:06:40,000","00:06:42,000",Are you going to tell us?,
"00:06:42,000","00:06:42,000",SPEAKER_47,"00:06:40,000","00:06:42,000",Are you going to tell us?,
"00:06:42,000","00:06:42,899",SPEAKER_38,"00:06:40,000","00:06:42,000",Are you going to tell us?,G09
"00:06:42,899","00:06:43,000",SPEAKER_47,"00:06:42,000","00:06:45,000","Why didn't you wake me up, Moomin?",
"00:06:44,500","00:06:48,000",SPEAKER_22,"00:06:42,000","00:06:45,000","Why didn't you wake me up, Moomin?",G10
"00:06:44,500","00:06:44,899",SPEAKER_38,"00:06:42,000","00:06:45,000","Why didn't you wake me up, Moomin?",G09
"00:06:48,000","00:06:49,600",SPEAKER_37,"00:06:46,000","00:06:49,000","Well, I think we're doing very well.",
"00:06:49,899","00:06:51,000",SPEAKER_37,"00:06:49,000","00:06:51,000",We're doing very well.,
"00:06:51,000","00:06:53,899",SPEAKER_27,"00:06:49,000","00:06:51,000",We're doing very well.,
"00:06:51,899","00:06:52,000",SPEAKER_37,"00:06:51,000","00:06:53,000",We're doing very well.,
"00:06:52,000","00:06:53,600",SPEAKER_38,"00:06:51,000","00:06:53,000",We're doing very well.,G09
"00:06:54,699","00:06:54,800",SPEAKER_37,"00:06:54,000","00:06:56,000",Oh!,
"00:06:54,800","00:06:55,199",SPEAKER_27,"00:06:54,000","00:06:56,000",Oh!,
"00:06:55,199","00:06:55,500",SPEAKER_38,"00:06:54,000","00:06:56,000",Oh!,G09
"00:06:56,800","00:06:58,699",SPEAKER_27,"00:06:56,000","00:06:59,000","Well, I think we're doing very well.",
"00:07:00,600","00:07:04,399",SPEAKER_27,"00:07:00,000","00:07:04,000","Oh, what a beautiful sky, just look at it.",
"00:07:04,500","00:07:06,699",SPEAKER_30,"00:07:04,000","00:07:07,000","Oh, the fog is lifting.",G09
"00:07:33,699","00:07:36,899",SPEAKER_47,"00:07:31,000","00:07:34,000","Another beautiful day, not a ghost ship in sight.",
"00:07:38,300","00:07:40,300",SPEAKER_30,"00:07:38,000","00:07:41,000",The lighthouse.,G09
"00:07:42,300","00:07:48,000",SPEAKER_30,"00:07:42,000","00:07:44,000","Hey, wake up everybody, the lighthouse.",G09
"00:07:49,000","00:07:54,000",SPEAKER_21,"00:07:49,000","00:07:52,000","Oh, the sun shining, we must have slept for hours.",
"00:07:55,600","00:07:56,800",SPEAKER_02,"00:07:55,000","00:07:57,000",This is ridiculous.,
"00:07:56,899","00:08:00,199",SPEAKER_02,"00:07:55,000","00:07:57,000",This is ridiculous.,
"00:08:00,399","00:08:02,300",SPEAKER_30,"00:07:59,000","00:08:01,000",We could have gone and slept there.,G09
"00:08:02,600","00:08:06,800",SPEAKER_30,"00:08:01,000","00:08:03,000",I can't wait to go ashore.,G09
"00:08:06,199","00:08:06,699",SPEAKER_38,"00:08:06,000","00:08:08,000",Man the old.,G09
"00:08:06,800","00:08:08,000",SPEAKER_38,"00:08:06,000","00:08:08,000",Man the old.,G09
"00:08:11,300","00:08:13,500",SPEAKER_35,"00:08:11,000","00:08:13,000",There's something strange going on here.,
"00:08:12,800","00:08:13,000",SPEAKER_21,"00:08:11,000","00:08:13,000",There's something strange going on here.,
"00:08:13,500","00:08:14,000",SPEAKER_21,"00:08:13,000","00:08:15,000","What is it, Snuffkin?",
"00:08:14,000","00:08:14,000",SPEAKER_35,"00:08:13,000","00:08:15,000","What is it, Snuffkin?",
"00:08:14,000","00:08:14,300",SPEAKER_21,"00:08:13,000","00:08:15,000","What is it, Snuffkin?",
"00:08:14,300","00:08:14,300",SPEAKER_35,"00:08:13,000","00:08:15,000","What is it, Snuffkin?",
"00:08:14,800","00:08:25,899",SPEAKER_35,"00:08:13,000","00:08:15,000","What is it, Snuffkin?",
"00:08:26,100","00:08:29,000",SPEAKER_35,"00:08:26,000","00:08:28,000",I can't work it out.,
"00:08:29,000","00:08:32,100",SPEAKER_30,"00:08:28,000","00:08:31,000","Yes, you're right, Snuffkin, it seems very odd.",G09
"00:08:32,799","00:08:36,399",SPEAKER_02,"00:08:31,000","00:08:33,000",We should have seen it.,
"00:08:36,600","00:08:40,000",SPEAKER_30,"00:08:36,000","00:08:38,000","I don't think so, little Mai.",G09
"00:08:40,700","00:08:42,500",SPEAKER_30,"00:08:40,000","00:08:43,000",I suppose it could be broken.,G09
"00:08:43,100","00:08:45,000",SPEAKER_27,"00:08:43,000","00:08:45,000",There could be lots of reasons for it.,
"00:08:45,200","00:08:45,200",SPEAKER_21,"00:08:45,000","00:08:47,000","Why don't we hurry up and get ashore,",
"00:08:45,200","00:08:45,299",SPEAKER_27,"00:08:45,000","00:08:47,000","Why don't we hurry up and get ashore,",
"00:08:45,299","00:08:48,799",SPEAKER_21,"00:08:45,000","00:08:47,000","Why don't we hurry up and get ashore,",
"00:08:54,299","00:08:55,399",SPEAKER_09,"00:08:53,000","00:08:56,000","Look, there's someone in a boat.",
"00:08:56,000","00:08:56,000",SPEAKER_31,"00:08:53,000","00:08:56,000","Look, there's someone in a boat.",
"00:08:56,000","00:08:56,399",SPEAKER_30,"00:08:53,000","00:08:56,000","Look, there's someone in a boat.",G09
"00:08:57,399","00:08:58,799",SPEAKER_31,"00:08:57,000","00:09:00,000",It looks like he's fishing.,
"00:09:00,600","00:09:04,100",SPEAKER_30,"00:09:00,000","00:09:02,000",He know about the lighthouse.,G09
"00:09:05,000","00:09:07,399",SPEAKER_30,"00:09:04,000","00:09:06,000",Let's get closer.,G09
"00:09:15,600","00:09:17,700",SPEAKER_30,"00:09:09,000","00:09:18,000","Now, hoi there, good morning.",G09
"00:09:20,500","00:09:21,100",SPEAKER_14,"00:09:18,000","00:09:21,000",Any luck?,
"00:09:23,299","00:09:25,299",SPEAKER_14,"00:09:21,000","00:09:26,000","Not yet, but it's still early.",
"00:09:27,799","00:09:27,799",SPEAKER_14,"00:09:26,000","00:09:29,000","Hmm, yes, quite.",
"00:09:27,799","00:09:34,600",SPEAKER_30,"00:09:26,000","00:09:29,000","Hmm, yes, quite.",G09
"00:09:34,600","00:09:35,799",SPEAKER_14,"00:09:34,000","00:09:36,000",I don't know.,
"00:09:37,200","00:09:38,899",SPEAKER_30,"00:09:37,000","00:09:40,000","Sorry, I didn't catch that.",G09
"00:09:41,399","00:09:43,399",SPEAKER_05,"00:09:41,000","00:09:43,000","He said, no, it wasn't.",
"00:09:43,600","00:09:43,600",SPEAKER_58,"00:09:43,000","00:09:44,000",What did I tell you?,
"00:09:43,600","00:09:45,799",SPEAKER_02,"00:09:43,000","00:09:44,000",What did I tell you?,
"00:09:45,799","00:09:45,799",SPEAKER_58,"00:09:44,000","00:09:46,000",He forgot to light it.,
"00:09:46,000","00:09:51,899",SPEAKER_05,"00:09:44,000","00:09:46,000",He forgot to light it.,
"00:09:51,899","00:09:55,200",SPEAKER_30,"00:09:50,000","00:09:52,000",Not even on stormy nights.,G09
"00:09:52,500","00:09:52,799",SPEAKER_05,"00:09:52,000","00:09:53,000",We'll never.,
"00:09:55,399","00:09:58,000",SPEAKER_05,"00:09:55,000","00:09:56,000",Nothing.,
"00:09:58,299","00:09:59,799",SPEAKER_30,"00:09:58,000","00:10:00,000",Why?,G09
"00:09:59,000","00:09:59,500",SPEAKER_05,"00:09:58,000","00:10:00,000",Why?,
"00:10:00,100","00:10:04,399",SPEAKER_05,"00:10:00,000","00:10:01,000",I'm sorry.,
"00:10:05,399","00:10:06,899",SPEAKER_14,"00:10:05,000","00:10:07,000",Do you live on the island?,
"00:10:07,799","00:10:08,600",SPEAKER_14,"00:10:07,000","00:10:09,000","Hey, mister.",
"00:10:09,700","00:10:12,399",SPEAKER_14,"00:10:09,000","00:10:11,000",You're asking too many questions.,
"00:10:12,899","00:10:13,000",SPEAKER_14,"00:10:11,000","00:10:13,000",Who are you?,
"00:10:13,000","00:10:13,399",SPEAKER_30,"00:10:11,000","00:10:13,000",Who are you?,G09
"00:10:13,799","00:10:19,000",SPEAKER_30,"00:10:13,000","00:10:17,000","I'm Moment Papa from Moment Valley, and this is my family.",G09
"00:10:19,000","00:10:19,000",SPEAKER_14,"00:10:17,000","00:10:20,000",We've come a long way in order to do some important work here.,
"00:10:19,000","00:10:19,000",SPEAKER_30,"00:10:17,000","00:10:20,000",We've come a long way in order to do some important work here.,G09
"00:10:19,000","00:10:23,700",SPEAKER_14,"00:10:17,000","00:10:20,000",We've come a long way in order to do some important work here.,
"00:10:24,299","00:10:32,299",SPEAKER_14,"00:10:24,000","00:10:29,000","You see, I've come here to research an epic novel about the sea.",
"00:10:33,799","00:10:36,299",SPEAKER_14,"00:10:33,000","00:10:35,000","Oh, please, wait.",
"00:10:36,299","00:10:39,299",SPEAKER_27,"00:10:36,000","00:10:37,000","Dear, don't shout.",
"00:10:39,600","00:10:40,399",SPEAKER_38,"00:10:39,000","00:10:41,000",Let's go a show and have some breakfast.,G09
"00:10:40,100","00:10:43,299",SPEAKER_27,"00:10:39,000","00:10:41,000",Let's go a show and have some breakfast.,
"00:10:52,000","00:10:54,100",SPEAKER_58,"00:10:51,000","00:10:53,000","Bunny, pair.",
"00:10:53,100","00:10:53,399",SPEAKER_09,"00:10:53,000","00:10:55,000",The old ones lost his marbles.,
"00:10:54,100","00:10:55,000",SPEAKER_09,"00:10:53,000","00:10:55,000",The old ones lost his marbles.,
"00:11:14,899","00:11:17,700",SPEAKER_35,"00:11:13,000","00:11:15,000",The old ones lost his marbles.,
"00:11:19,600","00:11:25,399",SPEAKER_30,"00:11:19,000","00:11:23,000",We'll leave this stuff here and we'll go and explore it first.,G09
"00:11:30,500","00:11:34,899",SPEAKER_05,"00:11:29,000","00:11:31,000",What's wrong?,
"00:11:35,299","00:11:38,600",SPEAKER_14,"00:11:35,000","00:11:37,000","It's not your call, sir.",
"00:11:38,600","00:11:45,799",SPEAKER_05,"00:11:37,000","00:11:39,000",Business boy doesn't concern you at all.,
"00:11:46,200","00:11:49,200",SPEAKER_14,"00:11:45,000","00:11:47,000",I could try anyway.,
"00:12:05,500","00:12:09,200",SPEAKER_01,"00:12:05,000","00:12:09,000",What? A garden.,G01
"00:12:19,899","00:12:23,500",SPEAKER_30,"00:12:19,000","00:12:21,000",Hello there!,G09
"00:12:24,200","00:12:28,500",SPEAKER_02,"00:12:23,000","00:12:25,000",There's nobody here.,
"00:12:32,200","00:12:36,299",SPEAKER_30,"00:12:31,000","00:12:37,000","Oh, the door was left unlocked. I know we do it, but most people don't.",G09
"00:12:33,799","00:12:33,899",SPEAKER_02,"00:12:31,000","00:12:37,000","Oh, the door was left unlocked. I know we do it, but most people don't.",
"00:12:36,700","00:12:38,200",SPEAKER_58,"00:12:31,000","00:12:37,000","Oh, the door was left unlocked. I know we do it, but most people don't.",
"00:12:38,700","00:12:41,000",SPEAKER_58,"00:12:37,000","00:12:39,000",Something terrible's happened.,
"00:12:41,000","00:12:43,799",SPEAKER_24,"00:12:39,000","00:12:43,000","Something terrible! Please, little my, you know I had things like that.",G05
"00:12:44,000","00:12:46,299",SPEAKER_24,"00:12:43,000","00:12:45,000","Don't worry, snort maiden.",G05
"00:12:47,100","00:12:54,299",SPEAKER_02,"00:12:47,000","00:12:49,000",I don't like hearing about anything horrible.,
"00:12:55,000","00:12:55,000",SPEAKER_02,"00:12:53,000","00:12:55,000",And the next bit's really horrible.,
"00:12:55,000","00:12:56,600",SPEAKER_58,"00:12:53,000","00:12:55,000",And the next bit's really horrible.,
"00:12:58,399","00:13:18,000",SPEAKER_58,"00:12:57,000","00:13:01,000","Well, the lighthouse keeper is still up there.",
"00:13:18,000","00:13:19,899",SPEAKER_36,"00:13:17,000","00:13:19,000","Shut up, little my.",
"00:13:19,899","00:13:22,299",SPEAKER_30,"00:13:19,000","00:13:21,000",That's enough.,G09
"00:13:22,399","00:13:24,399",SPEAKER_36,"00:13:21,000","00:13:23,000",It was a good imagination though.,
"00:13:24,600","00:13:27,399",SPEAKER_36,"00:13:23,000","00:13:25,000","I'll let you use it in your book, if you like.",
"00:13:27,500","00:13:29,799",SPEAKER_24,"00:13:27,000","00:13:29,000","Oh, nothing, really. Nothing at all.",G05
"00:13:29,899","00:13:32,000",SPEAKER_36,"00:13:29,000","00:13:33,000","Tell me, Moonman, but leave out the bits I wouldn't like.",
"00:13:32,000","00:13:32,000",SPEAKER_24,"00:13:29,000","00:13:33,000","Tell me, Moonman, but leave out the bits I wouldn't like.",G05
