Speaker_Start,Speaker_Stop,Speaker,Subtitle_Start,Subtitle_End,Text,Global_ID
"00:01:55,299","00:01:55,599",SPEAKER_48,"00:01:54,500","00:01:55,500","Oh, oh, nothing, Papa!",
"00:01:56,299","00:01:57,500",SPEAKER_48,"00:01:55,500","00:01:58,500","Everything's so fresh after the rain, mm-hmm, mm-hmm.",
"00:02:03,500","00:02:05,700",SPEAKER_48,"00:02:03,500","00:02:07,500",I gotta show this to Snuffkin before anybody else sees it.,
"00:02:20,699","00:02:23,800",SPEAKER_48,"00:02:20,500","00:02:22,500",Oh!,
"00:02:34,400","00:02:36,400",SPEAKER_48,"00:02:32,500","00:02:35,500","Oh, yes, you have, I saw it! Don't lie to me!",
"00:02:36,900","00:02:38,199",SPEAKER_48,"00:02:35,500","00:02:38,500",It's just one of Mama's old jars.,
"00:02:38,800","00:02:40,500",SPEAKER_48,"00:02:38,500","00:02:40,500","Liar, liar, I know there's something.",
"00:02:59,300","00:03:02,800",SPEAKER_07,"00:02:58,500","00:03:00,500",Dragon?,
"00:03:13,599","00:03:14,699",SPEAKER_27,"00:03:12,500","00:03:14,500",That's wonderful.,G08
"00:03:41,199","00:03:43,599",SPEAKER_27,"00:03:39,500","00:03:41,500","Oh, that burnt me!",G08
"00:03:44,400","00:03:45,800",SPEAKER_42,"00:03:43,500","00:03:45,500",What a piercing dragon you are!,
"00:03:46,199","00:03:50,800",SPEAKER_42,"00:03:45,500","00:03:47,500","Don't worry, I'll look after you.",
"00:03:50,800","00:03:57,699",SPEAKER_27,"00:03:49,500","00:03:53,500","And when you're bigger and start to like me, I'll take you swimming in the sea.",G08
"00:03:58,099","00:03:58,099",SPEAKER_21,"00:03:56,500","00:03:59,500","Oh, I'm sorry, you must be starving.",G05
"00:03:58,099","00:03:58,199",SPEAKER_27,"00:03:56,500","00:03:59,500","Oh, I'm sorry, you must be starving.",G08
"00:03:58,199","00:03:58,199",SPEAKER_21,"00:03:56,500","00:03:59,500","Oh, I'm sorry, you must be starving.",G05
"00:03:59,300","00:04:12,000",SPEAKER_27,"00:03:56,500","00:03:59,500","Oh, I'm sorry, you must be starving.",G08
"00:04:40,300","00:04:43,199",SPEAKER_17,"00:04:39,500","00:04:44,500","Gosh, that's really clever little dragon.",G00
"00:04:48,199","00:04:49,800",SPEAKER_27,"00:04:45,500","00:04:48,500","Moving, lunch is ready.",G08
"00:05:09,399","00:05:10,500",SPEAKER_21,"00:05:08,500","00:05:10,500",He's collecting worms for fishing.,G05
"00:05:11,699","00:05:13,000",SPEAKER_21,"00:05:11,500","00:05:13,500",We'll start without him then.,G05
"00:05:14,199","00:05:14,899",SPEAKER_06,"00:05:13,500","00:05:17,500","You know, Mama, certain people keep secrets in glass jars.",
"00:05:15,000","00:05:15,000",SPEAKER_06,"00:05:13,500","00:05:17,500","You know, Mama, certain people keep secrets in glass jars.",
"00:05:15,100","00:05:17,699",SPEAKER_06,"00:05:13,500","00:05:17,500","You know, Mama, certain people keep secrets in glass jars.",
"00:05:20,699","00:05:20,800",SPEAKER_06,"00:05:20,500","00:05:24,500","Oh, yes, a little secret that hisses.",
"00:05:21,199","00:05:21,199",SPEAKER_06,"00:05:20,500","00:05:24,500","Oh, yes, a little secret that hisses.",
"00:05:21,199","00:05:21,199",SPEAKER_50,"00:05:20,500","00:05:24,500","Oh, yes, a little secret that hisses.",
"00:05:21,199","00:05:21,500",SPEAKER_06,"00:05:20,500","00:05:24,500","Oh, yes, a little secret that hisses.",
"00:05:21,500","00:05:22,300",SPEAKER_50,"00:05:20,500","00:05:24,500","Oh, yes, a little secret that hisses.",
"00:05:22,300","00:05:22,399",SPEAKER_06,"00:05:20,500","00:05:24,500","Oh, yes, a little secret that hisses.",
"00:05:31,800","00:05:32,899",SPEAKER_10,"00:05:31,500","00:05:34,500","Moment, I told you I wanted it back.",G04
"00:05:33,500","00:05:35,600",SPEAKER_27,"00:05:31,500","00:05:34,500","Moment, I told you I wanted it back.",G08
"00:05:36,000","00:05:36,100",SPEAKER_27,"00:05:34,500","00:05:36,500",It's my very best one.,G08
"00:05:36,100","00:05:37,100",SPEAKER_10,"00:05:34,500","00:05:36,500",It's my very best one.,G04
"00:05:37,199","00:05:39,899",SPEAKER_27,"00:05:36,500","00:05:40,500","Sorry, Mama, I was so excited I must have left it when I found...",G08
"00:05:40,000","00:05:41,300",SPEAKER_10,"00:05:36,500","00:05:40,500","Sorry, Mama, I was so excited I must have left it when I found...",G04
"00:05:42,000","00:05:44,600",SPEAKER_10,"00:05:41,500","00:05:44,500",And I'm sure you know who I mean by certain people.,G04
"00:05:44,600","00:05:45,800",SPEAKER_27,"00:05:44,500","00:05:47,500","Did you catch anything with the sieve, Moment?",G08
"00:05:47,000","00:05:48,199",SPEAKER_10,"00:05:44,500","00:05:47,500","Did you catch anything with the sieve, Moment?",G04
"00:05:49,199","00:05:52,100",SPEAKER_10,"00:05:47,500","00:05:51,500","Yes, he did. Something that's now hidden in his room.",G04
"00:06:03,899","00:06:05,500",SPEAKER_10,"00:06:03,500","00:06:07,500",Is it true? Does your secret really bite people?,G04
"00:06:05,699","00:06:06,699",SPEAKER_10,"00:06:03,500","00:06:07,500",Is it true? Does your secret really bite people?,G04
"00:06:11,399","00:06:12,399",SPEAKER_10,"00:06:07,500","00:06:11,500","Well, it couldn't bite very hard if it was small enough to go in a jar, could it, Papa?",G04
"00:06:14,300","00:06:15,000",SPEAKER_10,"00:06:11,500","00:06:15,500","I suppose certain people might keep other small things in jars,",G04
"00:06:15,000","00:06:15,100",SPEAKER_27,"00:06:11,500","00:06:15,500","I suppose certain people might keep other small things in jars,",G08
"00:06:15,100","00:06:15,100",SPEAKER_10,"00:06:11,500","00:06:15,500","I suppose certain people might keep other small things in jars,",G04
"00:06:15,100","00:06:15,100",SPEAKER_27,"00:06:11,500","00:06:15,500","I suppose certain people might keep other small things in jars,",G08
"00:06:16,000","00:06:23,600",SPEAKER_27,"00:06:15,500","00:06:20,500","beetles and spiders, mosquitoes, scorpions, or poisonous centipedes, horrible things.",G08
"00:06:23,600","00:06:23,699",SPEAKER_24,"00:06:20,500","00:06:25,500",That multiply and multiply every week and grow and grow until the jars are too small.,
"00:06:24,000","00:06:24,000",SPEAKER_27,"00:06:20,500","00:06:25,500",That multiply and multiply every week and grow and grow until the jars are too small.,G08
"00:06:24,000","00:06:25,100",SPEAKER_24,"00:06:20,500","00:06:25,500",That multiply and multiply every week and grow and grow until the jars are too small.,
"00:06:29,399","00:06:32,800",SPEAKER_27,"00:06:27,500","00:06:29,500",See? Like that.,G08
"00:06:32,899","00:06:38,199",SPEAKER_10,"00:06:29,500","00:06:34,500","And there'll be so many of them, thousands and thousands, and they'll take over Moon Valley and eat us all.",G04
"00:06:38,199","00:06:38,399",SPEAKER_21,"00:06:37,500","00:06:40,500","Hmm, I wonder if centipedes come from outer space.",G05
"00:06:38,399","00:06:38,399",SPEAKER_10,"00:06:37,500","00:06:40,500","Hmm, I wonder if centipedes come from outer space.",G04
"00:06:39,199","00:06:39,199",SPEAKER_27,"00:06:37,500","00:06:40,500","Hmm, I wonder if centipedes come from outer space.",G08
"00:06:39,199","00:06:40,100",SPEAKER_21,"00:06:37,500","00:06:40,500","Hmm, I wonder if centipedes come from outer space.",G05
"00:06:40,100","00:06:40,399",SPEAKER_37,"00:06:37,500","00:06:40,500","Hmm, I wonder if centipedes come from outer space.",
"00:06:40,899","00:06:41,399",SPEAKER_10,"00:06:40,500","00:06:42,500",But this is the Earth's deer.,G04
"00:06:41,399","00:06:41,500",SPEAKER_37,"00:06:40,500","00:06:42,500",But this is the Earth's deer.,
"00:06:41,699","00:06:42,000",SPEAKER_10,"00:06:40,500","00:06:42,500",But this is the Earth's deer.,G04
"00:06:42,000","00:06:42,300",SPEAKER_37,"00:06:40,500","00:06:42,500",But this is the Earth's deer.,
"00:06:43,100","00:06:43,600",SPEAKER_37,"00:06:42,500","00:06:45,500","The rain could have brought them down from space, Mama, couldn't it?",
"00:06:43,600","00:06:45,199",SPEAKER_27,"00:06:42,500","00:06:45,500","The rain could have brought them down from space, Mama, couldn't it?",G08
"00:06:46,399","00:06:49,699",SPEAKER_37,"00:06:45,500","00:06:49,500","Well, you could be right. It was raining very hard yesterday.",
"00:06:46,800","00:06:47,100",SPEAKER_27,"00:06:45,500","00:06:49,500","Well, you could be right. It was raining very hard yesterday.",G08
"00:06:49,300","00:06:51,100",SPEAKER_27,"00:06:45,500","00:06:49,500","Well, you could be right. It was raining very hard yesterday.",G08
"00:06:49,699","00:06:49,699",SPEAKER_38,"00:06:49,500","00:06:52,500",And it wasn't like ordinary rain.,G03
"00:06:52,800","00:06:53,399",SPEAKER_38,"00:06:52,500","00:06:55,500",I saw a puddle as big as a lake.,G03
"00:06:53,600","00:06:57,399",SPEAKER_38,"00:06:52,500","00:06:55,500",I saw a puddle as big as a lake.,G03
"00:06:59,000","00:06:59,399",SPEAKER_38,"00:06:58,500","00:07:00,500",It isn't a centipede.,G03
"00:07:07,100","00:07:09,800",SPEAKER_24,"00:07:05,500","00:07:09,500","Well, I'm glad it's not a poisonous centipede. I shouldn't have liked that.",
"00:07:13,600","00:07:15,300",SPEAKER_13,"00:07:10,500","00:07:14,500","Oh, you're asleep. Moonman's little dragon.",
"00:07:18,500","00:07:21,300",SPEAKER_24,"00:07:17,500","00:07:20,500","Is it okay if I go see snuffkin, Mama?",
"00:07:18,600","00:07:18,800",SPEAKER_13,"00:07:17,500","00:07:20,500","Is it okay if I go see snuffkin, Mama?",
"00:07:20,600","00:07:20,899",SPEAKER_10,"00:07:20,500","00:07:22,500",Have you finished already?,G04
"00:07:22,199","00:07:26,000",SPEAKER_24,"00:07:20,500","00:07:22,500",Have you finished already?,
"00:07:27,000","00:07:27,100",SPEAKER_27,"00:07:22,500","00:07:28,500","Yes, I have. Tell them they mustn't go into my room. Or they'll have to take the consequence.",G08
"00:07:27,100","00:07:27,399",SPEAKER_24,"00:07:22,500","00:07:28,500","Yes, I have. Tell them they mustn't go into my room. Or they'll have to take the consequence.",
"00:07:27,399","00:07:27,600",SPEAKER_27,"00:07:22,500","00:07:28,500","Yes, I have. Tell them they mustn't go into my room. Or they'll have to take the consequence.",G08
"00:07:28,000","00:07:28,600",SPEAKER_24,"00:07:22,500","00:07:28,500","Yes, I have. Tell them they mustn't go into my room. Or they'll have to take the consequence.",
"00:07:29,100","00:07:30,000",SPEAKER_27,"00:07:28,500","00:07:32,500","All right, Moonman. I'll make sure no one thinks.",G08
"00:07:30,000","00:07:32,300",SPEAKER_13,"00:07:28,500","00:07:32,500","All right, Moonman. I'll make sure no one thinks.",
"00:07:33,800","00:07:34,000",SPEAKER_13,"00:07:32,500","00:07:34,500",I promise.,
"00:07:34,000","00:07:36,199",SPEAKER_15,"00:07:32,500","00:07:34,500",I promise.,
"00:07:34,600","00:07:35,300",SPEAKER_10,"00:07:34,500","00:07:37,500","Oh, but he's going to tell snuffkin this secret.",G04
"00:07:37,000","00:07:37,000",SPEAKER_15,"00:07:34,500","00:07:37,500","Oh, but he's going to tell snuffkin this secret.",
"00:07:37,000","00:07:37,500",SPEAKER_15,"00:07:34,500","00:07:37,500","Oh, but he's going to tell snuffkin this secret.",
"00:07:39,600","00:07:41,600",SPEAKER_24,"00:07:39,500","00:07:42,500","Best friends always come first, little my.",
"00:07:42,199","00:07:44,000",SPEAKER_24,"00:07:39,500","00:07:42,500","Best friends always come first, little my.",
"00:08:04,199","00:08:07,300",SPEAKER_33,"00:08:03,500","00:08:05,500","Hey, snuffkin!",
"00:08:05,199","00:08:05,600",SPEAKER_15,"00:08:03,500","00:08:05,500","Hey, snuffkin!",
"00:08:16,000","00:08:16,100",SPEAKER_33,"00:08:11,500","00:08:16,500","Yep. The cards told me that if I caught five minutes, one right after the other, I'd be traveling south.",
"00:08:16,300","00:08:21,500",SPEAKER_33,"00:08:11,500","00:08:16,500","Yep. The cards told me that if I caught five minutes, one right after the other, I'd be traveling south.",
"00:08:16,399","00:08:17,100",SPEAKER_36,"00:08:11,500","00:08:16,500","Yep. The cards told me that if I caught five minutes, one right after the other, I'd be traveling south.",G06
"00:08:20,300","00:08:24,300",SPEAKER_36,"00:08:18,500","00:08:20,500",You're joking!,G06
"00:08:24,800","00:08:28,100",SPEAKER_32,"00:08:22,500","00:08:25,500","But snuffkin, winter's not here yet.",
"00:08:29,399","00:08:29,699",SPEAKER_36,"00:08:25,500","00:08:29,500","I know that. But the cards tell you things for a reason, Moonman.",G06
"00:08:30,300","00:08:30,899",SPEAKER_32,"00:08:29,500","00:08:34,500","Oh, do they really? But it would be awfully few anyway, snuffkin. Just awful.",
"00:08:30,899","00:08:31,000",SPEAKER_36,"00:08:29,500","00:08:34,500","Oh, do they really? But it would be awfully few anyway, snuffkin. Just awful.",G06
"00:08:31,000","00:08:31,000",SPEAKER_32,"00:08:29,500","00:08:34,500","Oh, do they really? But it would be awfully few anyway, snuffkin. Just awful.",
"00:08:31,000","00:08:31,000",SPEAKER_33,"00:08:29,500","00:08:34,500","Oh, do they really? But it would be awfully few anyway, snuffkin. Just awful.",
"00:08:31,000","00:08:31,699",SPEAKER_21,"00:08:29,500","00:08:34,500","Oh, do they really? But it would be awfully few anyway, snuffkin. Just awful.",G05
"00:08:32,200","00:08:35,200",SPEAKER_32,"00:08:29,500","00:08:34,500","Oh, do they really? But it would be awfully few anyway, snuffkin. Just awful.",
"00:08:38,200","00:08:39,200",SPEAKER_27,"00:08:36,500","00:08:40,500","Well, anyway, who would I talk to or tell my secrets to?",G08
"00:08:39,200","00:08:41,200",SPEAKER_32,"00:08:36,500","00:08:40,500","Well, anyway, who would I talk to or tell my secrets to?",
"00:08:42,799","00:08:42,799",SPEAKER_17,"00:08:42,500","00:08:46,500","Oh, snuffkin, quickly! You always come up to Moonman House.",G00
"00:08:42,799","00:08:42,899",SPEAKER_27,"00:08:42,500","00:08:46,500","Oh, snuffkin, quickly! You always come up to Moonman House.",G08
"00:08:42,899","00:08:43,600",SPEAKER_32,"00:08:42,500","00:08:46,500","Oh, snuffkin, quickly! You always come up to Moonman House.",
"00:08:43,100","00:08:43,100",SPEAKER_27,"00:08:42,500","00:08:46,500","Oh, snuffkin, quickly! You always come up to Moonman House.",G08
"00:08:43,100","00:08:43,299",SPEAKER_17,"00:08:42,500","00:08:46,500","Oh, snuffkin, quickly! You always come up to Moonman House.",G00
"00:08:43,299","00:08:43,299",SPEAKER_15,"00:08:42,500","00:08:46,500","Oh, snuffkin, quickly! You always come up to Moonman House.",
"00:08:43,600","00:08:43,600",SPEAKER_27,"00:08:42,500","00:08:46,500","Oh, snuffkin, quickly! You always come up to Moonman House.",G08
"00:08:43,600","00:08:44,000",SPEAKER_27,"00:08:42,500","00:08:46,500","Oh, snuffkin, quickly! You always come up to Moonman House.",G08
"00:08:44,000","00:08:44,200",SPEAKER_15,"00:08:42,500","00:08:46,500","Oh, snuffkin, quickly! You always come up to Moonman House.",
"00:08:44,200","00:08:44,299",SPEAKER_17,"00:08:42,500","00:08:46,500","Oh, snuffkin, quickly! You always come up to Moonman House.",G00
"00:08:46,700","00:08:48,799",SPEAKER_32,"00:08:46,500","00:08:47,500",Now?,
"00:08:48,200","00:08:48,299",SPEAKER_27,"00:08:47,500","00:08:48,500",Yeah.,G08
"00:08:49,200","00:08:50,000",SPEAKER_17,"00:08:48,500","00:08:50,500","Well, I suppose I could fish later.",G00
"00:08:50,000","00:08:53,100",SPEAKER_27,"00:08:48,500","00:08:50,500","Well, I suppose I could fish later.",G08
"00:08:53,200","00:08:55,100",SPEAKER_17,"00:08:52,500","00:08:54,500",But I have to catch five minutes.,G00
"00:08:55,100","00:08:59,500",SPEAKER_32,"00:08:54,500","00:08:55,500",Oh!,
"00:09:00,100","00:09:01,399",SPEAKER_13,"00:08:55,500","00:09:01,500",The fish won't bite after all his rain. You'd catch nothing. It'll be better to wait until it stops flowing so fast.,
"00:09:03,399","00:09:05,100",SPEAKER_13,"00:09:01,500","00:09:03,500","Well, perhaps you're right.",
"00:09:05,100","00:09:07,399",SPEAKER_32,"00:09:03,500","00:09:06,500",So what's this big secret all about?,
"00:09:07,399","00:09:08,899",SPEAKER_13,"00:09:06,500","00:09:08,500","Hey, Moonman.",
"00:09:09,700","00:09:09,700",SPEAKER_13,"00:09:08,500","00:09:11,500",Have you ever seen a dragon snuffkin?,
"00:09:09,700","00:09:12,200",SPEAKER_17,"00:09:08,500","00:09:11,500",Have you ever seen a dragon snuffkin?,G00
"00:09:12,799","00:09:14,799",SPEAKER_32,"00:09:11,500","00:09:16,500","No, of course not. They all disappeared off the face of the earth many hundreds of years ago.",
"00:09:14,299","00:09:16,100",SPEAKER_17,"00:09:11,500","00:09:16,500","No, of course not. They all disappeared off the face of the earth many hundreds of years ago.",G00
"00:09:17,899","00:09:19,500",SPEAKER_17,"00:09:16,500","00:09:21,500",But perhaps they didn't all disappear. What if there was one alive somewhere?,G00
"00:09:19,799","00:09:19,799",SPEAKER_32,"00:09:16,500","00:09:21,500",But perhaps they didn't all disappear. What if there was one alive somewhere?,
"00:09:19,799","00:09:20,799",SPEAKER_09,"00:09:16,500","00:09:21,500",But perhaps they didn't all disappear. What if there was one alive somewhere?,
"00:09:21,000","00:09:21,100",SPEAKER_09,"00:09:16,500","00:09:21,500",But perhaps they didn't all disappear. What if there was one alive somewhere?,
"00:09:21,200","00:09:24,000",SPEAKER_09,"00:09:16,500","00:09:21,500",But perhaps they didn't all disappear. What if there was one alive somewhere?,
"00:09:24,000","00:09:25,600",SPEAKER_10,"00:09:23,500","00:09:26,500","It could be so small that it would go in a glass jar, snuffkin.",G04
"00:09:25,100","00:09:27,399",SPEAKER_17,"00:09:23,500","00:09:26,500","It could be so small that it would go in a glass jar, snuffkin.",G00
"00:09:27,899","00:09:28,700",SPEAKER_10,"00:09:26,500","00:09:31,500","Are you sure you're not daydreaming, Moonman? But still, anything is possible, I suppose.",G04
"00:09:29,600","00:09:30,799",SPEAKER_17,"00:09:26,500","00:09:31,500","Are you sure you're not daydreaming, Moonman? But still, anything is possible, I suppose.",G00
"00:09:31,100","00:09:33,000",SPEAKER_17,"00:09:26,500","00:09:31,500","Are you sure you're not daydreaming, Moonman? But still, anything is possible, I suppose.",G00
"00:09:48,399","00:09:49,299",SPEAKER_28,"00:09:46,500","00:09:49,500",Mama promised me that she wouldn't let anyone in.,G04
"00:10:07,700","00:10:07,700",SPEAKER_30,"00:10:06,500","00:10:08,500",I think you've found a real dragon.,
"00:10:07,700","00:10:08,600",SPEAKER_03,"00:10:06,500","00:10:08,500",I think you've found a real dragon.,
"00:10:09,500","00:10:12,500",SPEAKER_28,"00:10:08,500","00:10:12,500",How do you get up there? He must have full. He might lose his tail.,G04
"00:10:12,500","00:10:12,500",SPEAKER_28,"00:10:08,500","00:10:12,500",How do you get up there? He must have full. He might lose his tail.,G04
"00:10:12,500","00:10:13,299",SPEAKER_03,"00:10:08,500","00:10:12,500",How do you get up there? He must have full. He might lose his tail.,
"00:10:13,799","00:10:15,399",SPEAKER_28,"00:10:12,500","00:10:15,500","Oh, little dragon. And snuffkin, keep quiet.",G04
"00:10:15,399","00:10:16,299",SPEAKER_03,"00:10:12,500","00:10:15,500","Oh, little dragon. And snuffkin, keep quiet.",
"00:10:16,799","00:10:18,500",SPEAKER_28,"00:10:15,500","00:10:17,500",You might get frightened and do something silly.,G04
"00:10:18,600","00:10:19,299",SPEAKER_03,"00:10:17,500","00:10:19,500",Don't worry. I'll soon have you down.,
"00:10:20,100","00:10:20,399",SPEAKER_28,"00:10:19,500","00:10:22,500",This will do. I'll lay it on the floor here.,G04
"00:10:20,500","00:10:21,700",SPEAKER_28,"00:10:19,500","00:10:22,500",This will do. I'll lay it on the floor here.,G04
"00:10:21,700","00:10:22,600",SPEAKER_03,"00:10:19,500","00:10:22,500",This will do. I'll lay it on the floor here.,
"00:10:22,500","00:10:23,700",SPEAKER_28,"00:10:19,500","00:10:22,500",This will do. I'll lay it on the floor here.,G04
"00:10:23,700","00:10:24,700",SPEAKER_03,"00:10:22,500","00:10:25,500","Jump, little dragon. Don't be afraid.",
"00:10:24,299","00:10:25,399",SPEAKER_28,"00:10:22,500","00:10:25,500","Jump, little dragon. Don't be afraid.",G04
"00:10:26,799","00:10:34,000",SPEAKER_03,"00:10:25,500","00:10:28,500",Come on. Hold on to this. It will bring you down slowly.,
"00:10:36,500","00:10:38,100",SPEAKER_03,"00:10:35,500","00:10:37,500",Why don't you just leave him alone?,
"00:10:39,899","00:10:43,200",SPEAKER_03,"00:10:37,500","00:10:41,500","He'll come down when he's ready. Dragons aren't helpless, you know. Even little baby ones.",
"00:10:47,200","00:10:47,200",SPEAKER_13,"00:10:44,500","00:10:47,500",Come on. Don't you understand?,
"00:10:47,200","00:10:50,700",SPEAKER_27,"00:10:44,500","00:10:47,500",Come on. Don't you understand?,G08
"00:11:06,000","00:11:06,100",SPEAKER_10,"00:11:02,500","00:11:06,500",My dragon can fly. He's flying. He's flying.,G04
"00:11:06,100","00:11:07,500",SPEAKER_24,"00:11:02,500","00:11:06,500",My dragon can fly. He's flying. He's flying.,
"00:11:07,899","00:11:11,600",SPEAKER_06,"00:11:06,500","00:11:09,500","Come down, little dragon. You might question or something.",
"00:12:05,100","00:12:05,600",SPEAKER_10,"00:12:03,500","00:12:05,500",You think so?,G04
"00:12:09,899","00:12:10,700",SPEAKER_10,"00:12:09,500","00:12:11,500","Ow, ow, ow.",G04
"00:12:21,899","00:12:22,799",SPEAKER_27,"00:12:19,500","00:12:22,500","He seems to have a thing about ears, doesn't he?",G08
"00:12:22,799","00:12:23,000",SPEAKER_28,"00:12:22,500","00:12:24,500",Step snuffkins. Why doesn't he bite him?,G04
"00:12:23,100","00:12:23,100",SPEAKER_28,"00:12:22,500","00:12:24,500",Step snuffkins. Why doesn't he bite him?,G04
"00:12:23,200","00:12:24,500",SPEAKER_28,"00:12:22,500","00:12:24,500",Step snuffkins. Why doesn't he bite him?,G04
"00:12:25,500","00:12:26,500",SPEAKER_28,"00:12:24,500","00:12:29,500","Go on, dragon. Go on, bite him. He's really tasty. Go on.",G04
"00:12:27,100","00:12:28,000",SPEAKER_10,"00:12:24,500","00:12:29,500","Go on, dragon. Go on, bite him. He's really tasty. Go on.",G04
"00:12:27,500","00:12:27,799",SPEAKER_28,"00:12:24,500","00:12:29,500","Go on, dragon. Go on, bite him. He's really tasty. Go on.",G04
"00:12:28,000","00:12:28,399",SPEAKER_28,"00:12:24,500","00:12:29,500","Go on, dragon. Go on, bite him. He's really tasty. Go on.",G04
"00:12:30,799","00:12:31,000",SPEAKER_10,"00:12:30,500","00:12:35,500",Good news. I think he's trying to heat up snuffkins coffee. He must really like him.,G04
"00:12:31,000","00:12:31,100",SPEAKER_09,"00:12:30,500","00:12:35,500",Good news. I think he's trying to heat up snuffkins coffee. He must really like him.,
"00:12:31,100","00:12:31,500",SPEAKER_10,"00:12:30,500","00:12:35,500",Good news. I think he's trying to heat up snuffkins coffee. He must really like him.,G04
"00:12:31,200","00:12:31,700",SPEAKER_09,"00:12:30,500","00:12:35,500",Good news. I think he's trying to heat up snuffkins coffee. He must really like him.,
"00:12:41,299","00:12:41,799",SPEAKER_11,"00:12:40,500","00:12:44,500","Well, I hope he's careful with that hot breath. We don't want to start a fire.",G01
"00:12:42,399","00:12:45,200",SPEAKER_11,"00:12:40,500","00:12:44,500","Well, I hope he's careful with that hot breath. We don't want to start a fire.",G01
"00:12:49,500","00:12:52,700",SPEAKER_11,"00:12:48,500","00:12:51,500","He might be useful. When he's bigger, we can put him in the cellar",G01
"00:12:52,899","00:12:53,000",SPEAKER_11,"00:12:51,500","00:12:54,500",and he'll be able to heat the whole house just like a furnace.,G01
"00:13:09,299","00:13:11,100",SPEAKER_48,"00:13:08,500","00:13:10,500",Ow!,
"00:13:11,399","00:13:13,000",SPEAKER_48,"00:13:10,500","00:13:12,500",And you!,
"00:13:14,200","00:13:16,399",SPEAKER_48,"00:13:12,500","00:13:15,500",He only thought you were trying to get his fly.,
"00:13:17,399","00:13:18,200",SPEAKER_48,"00:13:15,500","00:13:19,500",I'll get him if he bites me again. Just you watch me do it.,
"00:13:19,200","00:13:20,799",SPEAKER_48,"00:13:15,500","00:13:19,500",I'll get him if he bites me again. Just you watch me do it.,
"00:13:36,399","00:13:37,000",SPEAKER_21,"00:13:35,500","00:13:39,500","I'm sure that'll keep him quiet. That better go. Thanks for the coffee, Mumma.",G05
"00:13:37,000","00:13:37,000",SPEAKER_27,"00:13:35,500","00:13:39,500","I'm sure that'll keep him quiet. That better go. Thanks for the coffee, Mumma.",G08
"00:13:37,000","00:13:37,299",SPEAKER_21,"00:13:35,500","00:13:39,500","I'm sure that'll keep him quiet. That better go. Thanks for the coffee, Mumma.",G05
"00:13:37,299","00:13:37,600",SPEAKER_27,"00:13:35,500","00:13:39,500","I'm sure that'll keep him quiet. That better go. Thanks for the coffee, Mumma.",G08
"00:13:37,600","00:13:38,000",SPEAKER_21,"00:13:35,500","00:13:39,500","I'm sure that'll keep him quiet. That better go. Thanks for the coffee, Mumma.",G05
"00:13:38,000","00:13:38,000",SPEAKER_27,"00:13:35,500","00:13:39,500","I'm sure that'll keep him quiet. That better go. Thanks for the coffee, Mumma.",G08
"00:13:38,000","00:13:39,000",SPEAKER_21,"00:13:35,500","00:13:39,500","I'm sure that'll keep him quiet. That better go. Thanks for the coffee, Mumma.",G05
"00:13:39,000","00:13:39,399",SPEAKER_27,"00:13:35,500","00:13:39,500","I'm sure that'll keep him quiet. That better go. Thanks for the coffee, Mumma.",G08
"00:13:54,399","00:13:54,399",SPEAKER_27,"00:13:52,500","00:13:54,500","Oh no, it'll suffocate him.",G08
"00:13:54,399","00:13:56,500",SPEAKER_21,"00:13:52,500","00:13:54,500","Oh no, it'll suffocate him.",G05
