"start_text","end","text","start_sub","stop","speaker"
277300,278300,"It's easier!",266800,277400,"SPEAKER_03"
282300,284300,"What are you doing?",280600,281700,"SPEAKER_03"
288300,290300,"Funny, even Moomin Mama's still asleep.",283700,285200,"SPEAKER_03"
296300,297300,"Wrong room.",288900,291400,"SPEAKER_03"
300300,301300,"Come on!",300300,300400,"SPEAKER_03"
301300,302300,"Wake up, lazy bones!",301100,303200,"SPEAKER_03"
307300,309300,"Moomin, spring has come!",301100,303200,"SPEAKER_03"
313300,315300,"We'll look at that!",310300,312300,"SPEAKER_03"
315300,317300,"Wake up, you sleepyhead!",314600,324000,"SPEAKER_03"
317300,319300,"Oh, you really are impossible!",314600,324000,"SPEAKER_03"
319300,321300,"Moomin, Moomin, Moomin!",314600,324000,"SPEAKER_03"
321300,323300,"This is odd, even for Moomin!",314600,324000,"SPEAKER_03"
326300,328300,"Open the window, little mind!",314600,324000,"SPEAKER_03"
329300,330300,"Oh, was I scared?",328800,328800,"SPEAKER_02"
331300,333300,"Oh, I haven't you opened them up!",328800,328800,"SPEAKER_02"
333300,334300,"I've tried, but they won't!",332500,334000,"SPEAKER_02"
335300,336300,"You're kidding!",334500,338100,"SPEAKER_02"
339300,341300,"No one can resist this little mind!",339000,339400,"SPEAKER_02"
342300,343300,"Wake up, Moomin!",342100,343500,"SPEAKER_03"
343300,345300,"I know you're ticklish!",342100,343500,"SPEAKER_03"
347300,348300,"Hmm?",346900,347400,"SPEAKER_02"
348300,349300,"Hmm?",346900,347400,"SPEAKER_02"
349300,350300,"Hmm?",349000,351000,"SPEAKER_02"
350300,351300,"Hmm?",349000,351000,"SPEAKER_02"
351300,352300,"Hmm?",349000,351000,"SPEAKER_02"
352300,353300,"Hmm?",352200,355000,"SPEAKER_02"
353300,354300,"Hmm?",352200,355000,"SPEAKER_02"
354300,355300,"Hmm?",352200,355000,"SPEAKER_02"
355300,356300,"Hmm?",352200,355000,"SPEAKER_02"
357300,358300,"Hmm?",357000,357500,"SPEAKER_02"
358300,359300,"Hmm?",358100,359200,"SPEAKER_02"
359300,360300,"Moomin!",358100,359200,"SPEAKER_02"
360300,361300,"Moomin!",360100,361800,"SPEAKER_03"
361300,362300,"I told you so!",360100,361800,"SPEAKER_03"
364300,365300,"Hmm?",360100,361800,"SPEAKER_03"
365300,366300,"Moomin!",365200,366300,"SPEAKER_03"
366300,368300,"Come on!",365200,366300,"SPEAKER_03"
368300,369300,"Eww!",366900,368900,"SPEAKER_03"
369300,370300,"Eww!",369100,370800,"SPEAKER_03"
370300,371300,"Eww!",369100,370800,"SPEAKER_03"
371300,372300,"Eww!",371000,371400,"SPEAKER_03"
372300,373300,"Eww!",371500,371700,"SPEAKER_03"
373300,374300,"Eww!",373000,375300,"SPEAKER_03"
374300,375300,"Eww!",373000,375300,"SPEAKER_03"
375300,377300,"Eww!",373000,375300,"SPEAKER_03"
377300,379300,"I give up!",377200,378200,"SPEAKER_03"
379300,381300,"How strange!",377200,378200,"SPEAKER_03"
381300,382300,"How sad!",379500,381000,"SPEAKER_03"
382300,383300,"What do you mean?",381600,384700,"SPEAKER_03"
383300,384300,"I think...",381600,384700,"SPEAKER_03"
385300,386300,"You don't think...",385000,387700,"SPEAKER_03"
386300,388300,"You don't think...",385000,387700,"SPEAKER_03"
388300,389300,"It's hard to tell.",388100,390800,"SPEAKER_03"
389300,391300,"I was listening for his heartbeat.",388100,390800,"SPEAKER_03"
393300,395300,"He's still breathing.",393300,394400,"SPEAKER_03"
396300,398300,"And snort baited?",395100,396900,"SPEAKER_02"
399300,402300,"Wake up, you slug of it!",396900,397400,"SPEAKER_03"
402300,404300,"Snort baited!",399600,404300,"SPEAKER_03"
405300,406300,"They won't wake up!",405200,406300,"SPEAKER_03"
407300,408300,"This is strange!",407300,407300,"SPEAKER_03"
407300,408300,"This is strange!",407300,407300,"SPEAKER_02"
407300,408300,"This is strange!",407300,407900,"SPEAKER_03"
407300,408300,"This is strange!",407300,407700,"SPEAKER_02"
408300,410300,"Why don't we go and try the other?",407900,408300,"SPEAKER_02"
410300,411300,"Why not?",409800,409900,"SPEAKER_02"
411300,413300,"I hate it when others are asleep while I'm up.",411300,413500,"SPEAKER_03"
413300,416300,"But then I don't like it much the other way around either.",412300,412800,"SPEAKER_02"
416300,417300,"Do I snap?",414100,417500,"SPEAKER_03"
421300,422300,"Moomin!",414100,417500,"SPEAKER_03"
422300,423300,"Pop up!",421600,425300,"SPEAKER_03"
423300,424300,"Please wake up!",421600,425300,"SPEAKER_03"
424300,425300,"We've tried to wake up Moomin, but he won't!",421600,425300,"SPEAKER_03"
425300,426300,"Wakey!",421600,425300,"SPEAKER_03"
426300,427300,"Moomin!",425600,430300,"SPEAKER_03"
427300,428300,"Mama breakfast time!",425600,430300,"SPEAKER_03"
428300,429300,"Come on, Moomin!",425600,430300,"SPEAKER_03"
429300,430300,"Pop up!",425600,430300,"SPEAKER_03"
430300,431300,"Wake up!",425600,430300,"SPEAKER_03"
431300,433300,"This is no use!",425600,430300,"SPEAKER_03"
441300,442300,"Goodness!",433500,434100,"SPEAKER_07"
442300,444300,"This seems the Moomins are still hibernating.",441600,444600,"SPEAKER_01"
444300,446300,"And so is Snort Maiden.",441600,444600,"SPEAKER_01"
446300,447300,"That's odd.",444800,446300,"SPEAKER_03"
447300,449300,"She always wakes up even before me.",446800,449800,"SPEAKER_01"
449300,451300,"Oh, Moomin, too!",446800,449800,"SPEAKER_01"
451300,453300,"But this year it seems to be different!",449800,453000,"SPEAKER_02"
453300,456300,"I'll go back home, and I'll come over again in a little while",453300,458600,"SPEAKER_01"
456300,458300,"when the Moomin family will have woken up.",453300,458600,"SPEAKER_01"
458300,460300,"If they ever do.",453300,458600,"SPEAKER_01"
460300,461300,"Huh?",460200,460600,"SPEAKER_01"
461300,464300,"We've tried everything to wake them up short of buckets of water",461100,470000,"SPEAKER_03"
464300,465300,"and there's no moving them.",461100,470000,"SPEAKER_03"
465300,469300,"We've shouted and shook and pinched and tickled and stopped!",461100,470000,"SPEAKER_03"
469300,470300,"Oh, dear!",461100,470000,"SPEAKER_03"
470300,472300,"It's not just strange, it's ominous!",470100,472400,"SPEAKER_03"
472300,475300,"Oh, my, surely not.",470100,472400,"SPEAKER_03"
475300,477300,"Hello, everybody!",472700,474200,"SPEAKER_01"
477300,480300,"How is everyone?",475700,475700,"SPEAKER_01"
477300,480300,"How is everyone?",475700,477100,"SPEAKER_04"
480300,481300,"What is it?",480100,482400,"SPEAKER_04"
481300,483300,"You all look very scared.",480100,482400,"SPEAKER_04"
483300,485300,"Huh?",480100,482400,"SPEAKER_04"
485300,488300,"Still hibernating?",484200,485000,"SPEAKER_04"
491300,495300,"It's all very strange, Hamilton.",485700,487200,"SPEAKER_04"
495300,497300,"Moomin!",491900,493800,"SPEAKER_01"
497300,498300,"See?",491900,493800,"SPEAKER_01"
498300,500300,"Yes, indeed.",498100,498600,"SPEAKER_04"
502300,505300,"How we can really do is wait and see.",499000,5e+05,"SPEAKER_04"
505300,506300,"I suppose you're right.",505100,506300,"SPEAKER_01"
506300,507300,"Don't worry.",505100,506300,"SPEAKER_01"
507300,509300,"The days are getting longer all the time now.",506800,512400,"SPEAKER_04"
509300,512300,"So the Moomins can't sleep much longer.",506800,512400,"SPEAKER_04"
512300,514300,"And Snort Maiden?",506800,512400,"SPEAKER_04"
514300,516300,"Cheat too, of course.",512600,513800,"SPEAKER_01"
516300,519300,"Bet you anything Moomin wakes up when Snuffkin returns.",514700,515900,"SPEAKER_01"
519300,522300,"I think you're right, Sniff.",517300,521300,"SPEAKER_02"
522300,526300,"And then, one day about a week later,",517300,521300,"SPEAKER_02"
526300,530300,"Snuffkin did come back from his yearly trip south.",523100,525700,"SPEAKER_00"
531300,532300,"Snuffkin!",526600,530000,"SPEAKER_00"
532300,533300,"Snuffkin!",526600,530000,"SPEAKER_00"
533300,534300,"Snuffkin!",526600,530000,"SPEAKER_00"
534300,535300,"Snuffkin!",526600,530000,"SPEAKER_00"
535300,536300,"Snuffkin!",526600,530000,"SPEAKER_00"
536300,537300,"Snuffkin!",526600,530000,"SPEAKER_00"
537300,538300,"Snuffkin!",526600,530000,"SPEAKER_00"
538300,539300,"Snuffkin!",526600,530000,"SPEAKER_00"
539300,540300,"Snuffkin!",526600,530000,"SPEAKER_00"
540300,541300,"Snuffkin!",526600,530000,"SPEAKER_00"
541300,542300,"Snuffkin!",526600,530000,"SPEAKER_00"
542300,543300,"Snuffkin!",526600,530000,"SPEAKER_00"
543300,544300,"Snuffkin!",526600,530000,"SPEAKER_00"
544300,545300,"Snuffkin!",526600,530000,"SPEAKER_00"
545300,546300,"Snuffkin!",526600,530000,"SPEAKER_00"
546300,547300,"Snuffkin!",526600,530000,"SPEAKER_00"
547300,548300,"Snuffkin!",526600,530000,"SPEAKER_00"
548300,549300,"Snuffkin!",526600,530000,"SPEAKER_00"
549300,550300,"Snuffkin!",526600,530000,"SPEAKER_00"
553300,554300,"Snuffkin!",526600,530000,"SPEAKER_00"
554300,555300,"Snuffkin!",554300,554800,"SPEAKER_07"
555300,556300,"Snuffkin!",555000,555000,"SPEAKER_07"
556300,557300,"Snuffkin!",556000,556000,"SPEAKER_07"
557300,558300,"Snuffkin!",557000,557000,"SPEAKER_07"
558300,559300,"Snuffkin!",557000,557000,"SPEAKER_07"
560300,561300,"Snuffkin!",559000,559000,"SPEAKER_07"
567300,568300,"Snuffkin!",566800,568000,"SPEAKER_03"
568300,571300,"Snuffkin!",566800,568000,"SPEAKER_03"
577300,578300,"Snuffkin!",577000,577200,"SPEAKER_07"
578300,579300,"Snuffkin!",578000,579200,"SPEAKER_07"
581300,582300,"Snuffkin!",580200,581700,"SPEAKER_07"
582300,583300,"Snuffkin!",581700,582500,"SPEAKER_07"
583300,584300,"Snuffkin!",583000,586400,"SPEAKER_07"
584300,585300,"Snuffkin!",583000,586400,"SPEAKER_07"
585300,586300,"Snuffkin!",583000,586400,"SPEAKER_07"
586300,593300,"Where's Moomin?",583000,586400,"SPEAKER_07"
593300,596300,"He's in bad.",592100,593000,"SPEAKER_03"
596300,598300,"Moomin's still asleep.",596200,598000,"SPEAKER_02"
598300,600300,"A sleep.",596400,596400,"SPEAKER_06"
608300,611300,"They won't wake up no matter what you do.",599000,599600,"SPEAKER_06"
611300,614300,"What do you think, Snuffkin?",608900,610800,"SPEAKER_03"
614300,615300,"I think they're very sick.",614100,614200,"SPEAKER_02"
615300,617300,"That's a possibility.",614500,615800,"SPEAKER_06"
617300,619300,"Sleeping sickness, perhaps?",616200,617400,"SPEAKER_06"
619300,621300,"It's very difficult to say.",618100,619500,"SPEAKER_03"
621300,623300,"To me, though, if you want my honest opinion,",619800,621400,"SPEAKER_06"
623300,626300,"I think somebody has cast a very nasty spell on them.",622200,626900,"SPEAKER_06"
626300,628300,"A spell?",622200,626900,"SPEAKER_06"
628300,630300,"But who would do that?",628000,632400,"SPEAKER_03"
630300,632300,"I think I know.",628000,632400,"SPEAKER_03"
632300,633300,"Huh?",628000,632400,"SPEAKER_03"
633300,634300,"You mean the witch?",632700,633100,"SPEAKER_06"
634300,636300,"Alice is grandmother.",634000,635300,"SPEAKER_06"
636300,637300,"Why?",636000,636500,"SPEAKER_06"
637300,639300,"To tell you the truth, I haven't the biggest idea.",637000,639700,"SPEAKER_06"
639300,643300,"How do we find out?",637000,639700,"SPEAKER_06"
643300,645300,"I'll go to the forest and see her.",640200,641500,"SPEAKER_03"
645300,648300,"And if she did cast a spell, do you think she'd tell you?",645100,645700,"SPEAKER_03"
648300,651300,"I really don't know, but we have to do something.",645800,648400,"SPEAKER_03"
651300,654300,"We can't just leave them sleeping here forever.",648900,654100,"SPEAKER_06"
654300,656300,"I'll go with you.",648900,654100,"SPEAKER_06"
656300,659300,"I guess I better stay here to take care of things.",655600,657000,"SPEAKER_03"
659300,663300,"Well, if they suddenly wake up, somebody needs to be here.",657000,662700,"SPEAKER_02"
663300,665300,"Snuffkin.",657000,662700,"SPEAKER_02"
665300,666300,"Huh?",664200,665600,"SPEAKER_12"
666300,667300,"That's him.",666000,667200,"SPEAKER_12"
667300,668300,"At last.",666000,667200,"SPEAKER_12"
668300,669300,"Moomin.",667900,668400,"SPEAKER_12"
669300,670300,"Moomin.",668800,669300,"SPEAKER_12"
670300,671300,"Moomin.",669700,670500,"SPEAKER_12"
671300,673300,"He's dreaming.",671000,671600,"SPEAKER_02"
673300,677300,"Just looking at him makes me feel sleepy.",671000,671600,"SPEAKER_02"
677300,683300,"Moomin, I promise to get this horrible spell cast off for you.",675500,677800,"SPEAKER_02"
702300,704300,"Uh-oh.",695400,695600,"SPEAKER_07"
704300,706300,"Uh-oh.",695400,695600,"SPEAKER_07"
713300,715300,"Oh, shit.",705000,705000,"SPEAKER_07"
720300,722300,"Where are you going?",705000,705000,"SPEAKER_07"
722300,726300,"I've done all the chores, even washed out your old push-in jars.",705000,705000,"SPEAKER_07"
726300,728300,"So where are you going?",722500,725800,"SPEAKER_13"
728300,729300,"It's here, Grandma.",727900,730000,"SPEAKER_13"
729300,731300,"I thought I'd take some time off to celebrate.",727900,730000,"SPEAKER_13"
731300,733300,"But what about your work?",730000,731200,"SPEAKER_15"
733300,736300,"I'm just going out for the day, Grandma.",732000,733300,"SPEAKER_15"
736300,738300,"And I know where.",734000,736000,"SPEAKER_15"
738300,740300,"I only want to see the Moomin's.",737000,738400,"SPEAKER_15"
740300,742300,"They're still hibernating.",738400,740200,"SPEAKER_15"
742300,744300,"No, they're not. It isn't winter anymore.",742300,744400,"SPEAKER_15"
744300,748300,"Winter or spring, I happen to know the Moomin's are still asleep.",742300,744400,"SPEAKER_15"
748300,751300,"How could you know what the Moomin's are up to, Grandma?",744700,747900,"SPEAKER_15"
751300,752300,"Hm.",748800,751300,"SPEAKER_15"
752300,754300,"Oh, which is no everything, my dear girl.",751900,752000,"SPEAKER_15"
754300,755300,"Really?",752400,754500,"SPEAKER_15"
755300,757300,"Well, I'll go and see.",755000,756900,"SPEAKER_15"
758300,760300,"Come here.",755000,756900,"SPEAKER_15"
766300,770300,"I have to admit that I can't help being worried about the Moomin's.",759100,759100,"SPEAKER_04"
770300,773300,"Their windows are open for the spring.",766600,770100,"SPEAKER_04"
773300,776300,"So they can smell the first spring flowers?",771100,772400,"SPEAKER_06"
776300,779300,"Well, I suppose I'd be getting on.",773800,779300,"SPEAKER_04"
784300,787300,"Why didn't you tell them about the witch in the spell?",773800,779300,"SPEAKER_04"
787300,790300,"Well, after all, that was just an idea, I got.",784800,787500,"SPEAKER_02"
790300,792300,"Ideas can be embarrassing if you were wrong,",787900,795300,"SPEAKER_06"
792300,795300,"so don't tell anyone for the time being.",787900,795300,"SPEAKER_06"
795300,796300,"All right.",787900,795300,"SPEAKER_06"
796300,797300,"I'm going.",795900,795900,"SPEAKER_02"
796300,797300,"I'm going.",795900,796400,"SPEAKER_03"
799300,801300,"And I'm leaving, too.",797900,798400,"SPEAKER_03"
801300,802300,"Okay.",800100,801300,"SPEAKER_03"
808300,810300,"There's Alicia.",801500,802000,"SPEAKER_03"
810300,813300,"Hi, everyone. It's me.",808700,809700,"SPEAKER_03"
813300,815300,"Why do you get a teller?",811200,813000,"SPEAKER_03"
815300,818300,"We better tell of the truth, I guess.",813800,815000,"SPEAKER_03"
825300,827300,"The best thing would be for me to talk to her first.",825300,827700,"SPEAKER_15"
827300,828300,"Yes, I agree.",825300,827700,"SPEAKER_15"
828300,831300,"She's unbelievable. How could she?",827800,828600,"SPEAKER_06"
834300,837300,"I can hardly believe you could be so mean, Grandma.",828900,831000,"SPEAKER_15"
837300,839300,"Calm down, my dear.",835200,837700,"SPEAKER_15"
839300,842300,"Why, I did it all for you, Alicia.",838600,839500,"SPEAKER_15"
842300,844300,"You did it for me.",840300,842300,"SPEAKER_15"
844300,847300,"If the moments are asleep, why should you go there?",843400,858600,"SPEAKER_15"
847300,849300,"Do them a world of good, too, along sleep.",843400,858600,"SPEAKER_15"
849300,851300,"How ridiculous, grandmother.",843400,858600,"SPEAKER_15"
851300,853300,"Alicia, you've done quite well in your studies,",843400,858600,"SPEAKER_15"
853300,859300,"and if you keep at it, I see no reason why you shouldn't be a fully-fledged witch before 30.",843400,858600,"SPEAKER_15"
859300,864300,"And if I do see the moments, I won't be a witch till I'm 31, is that what you mean?",843400,858600,"SPEAKER_15"
864300,867300,"Now, the moments are very bad, and the ones on you.",860100,863900,"SPEAKER_15"
867300,872300,"They are so disgustingly good, and if you want to be a witch, you mustn't see them.",864500,871500,"SPEAKER_15"
873300,881300,"And if I promise never to go near Moomin Valley again, will you lift the spell, Grandma?",872800,873300,"SPEAKER_13"
881300,884300,"Good girl, that's exactly what I wanted here.",881300,883700,"SPEAKER_15"
884300,886300,"You promise me, Dan, Alicia?",884200,885700,"SPEAKER_15"
886300,887300,"I promise, Grandma.",886100,887300,"SPEAKER_13"
887300,889300,"Right, the spell should be lifted.",887300,887700,"SPEAKER_15"
889300,890300,"Snuff guard.",887900,889200,"SPEAKER_15"
890300,891300,"What do you want?",889500,890500,"SPEAKER_15"
891300,895300,"There are two different ways of lifting the spell I cast on the moments.",890700,891200,"SPEAKER_06"
895300,896300,"Uh-huh.",895000,895000,"SPEAKER_06"
895300,896300,"Uh-huh.",895000,895500,"SPEAKER_15"
896300,901300,"The first one is that I go to Moomin Valley myself and chant the magic words outside their bedroom window.",895700,903300,"SPEAKER_15"
901300,903300,"Oh, Grandma, that's not a good idea.",901100,901500,"SPEAKER_13"
903300,908300,"Oh, oh, you mean people who might be upset about me casting a spell on the moments?",902500,903000,"SPEAKER_00"
908300,910300,"You may be right.",903800,908900,"SPEAKER_15"
910300,914300,"So therefore, Snuff Kid, I have no choice but to ask you to perform the task.",909200,910200,"SPEAKER_15"
914300,916300,"Oh, but why me?",912300,914700,"SPEAKER_15"
916300,918300,"You do have your harmonica with you?",915900,916600,"SPEAKER_06"
918300,919300,"Of course.",917100,918900,"SPEAKER_15"
919300,921300,"Let me have it, please.",919000,919500,"SPEAKER_06"
922300,924300,"Eldris Cabalasome.",920000,921100,"SPEAKER_15"
924300,926300,"Eldris Cabalasome.",924300,924500,"SPEAKER_15"
926300,928300,"Eldris Cabalasome.",924600,930200,"SPEAKER_15"
928300,929300,"Eldris Cabalasome.",924600,930200,"SPEAKER_15"
929300,930300,"Eldris Cabalasome.",924600,930200,"SPEAKER_15"
930300,932300,"Eldris Cabalasome.",924600,930200,"SPEAKER_15"
932300,936300,"If you don't stop staring at me, my witchcraft won't be effective.",932300,935900,"SPEAKER_15"
936300,939300,"Alicia, get me the next potion now.",932300,935900,"SPEAKER_15"
939300,940300,"Oh.",938900,939800,"SPEAKER_15"
940300,941300,"Oh.",938900,939800,"SPEAKER_15"
941300,944300,"All right, grandmother.",940700,943100,"SPEAKER_15"
947300,948300,"Eldris Cabalasome.",943100,943200,"SPEAKER_13"
948300,949300,"Eldris Cabalasome.",947400,950800,"SPEAKER_15"
949300,950300,"Eldris Cabalasome.",947400,950800,"SPEAKER_15"
950300,953300,"Oh, she can't do it if we look at her, huh?",947400,950800,"SPEAKER_15"
955300,957300,"Now, listen, Inspector.",955000,959900,"SPEAKER_04"
957300,958300,"You must do something.",955000,959900,"SPEAKER_04"
958300,960300,"You are the police, aren't you?",955000,959900,"SPEAKER_04"
960300,964300,"Well, I have to tell you, waking people up is not really part of our job.",960100,964400,"SPEAKER_08"
964300,966300,"But you're our last hope, Inspector.",960100,964400,"SPEAKER_08"
966300,968300,"You must do something.",964900,972700,"SPEAKER_01"
968300,971300,"Perhaps if you could possibly use your whistle to wake them up.",964900,972700,"SPEAKER_01"
971300,972300,"Uh-huh.",964900,972700,"SPEAKER_01"
972300,974300,"It's very shrill indoors. Good frighten them.",964900,972700,"SPEAKER_01"
974300,976300,"And fire your revolver.",972800,973400,"SPEAKER_08"
976300,978300,"I'm sure that would do it, Inspector.",972800,973400,"SPEAKER_08"
978300,981300,"I don't carry guns, they're dangerous.",972800,973400,"SPEAKER_08"
981300,983300,"Oh, dear.",972800,973400,"SPEAKER_08"
988300,990300,"Hey, Snuffkin!",982300,983600,"SPEAKER_09"
990300,992300,"Little Y!",988800,992200,"SPEAKER_03"
992300,995300,"He sounds worried, I bet they're still fast asleep.",988800,992200,"SPEAKER_03"
995300,996300,"Hmm.",993100,995400,"SPEAKER_03"
1000300,1001300,"Right, Snuffkin?",996000,996500,"SPEAKER_08"
1001300,1003300,"Get on with it.",1000600,1001600,"SPEAKER_03"
1008300,1010300,"Hmm.",1008300,1008900,"SPEAKER_03"
1020300,1022300,"It's not working, is it?",1017800,1018000,"SPEAKER_07"
1022300,1024300,"Give me a chance, Snuff.",1021400,1021400,"SPEAKER_04"
1022300,1024300,"Give me a chance, Snuff.",1021400,1024100,"SPEAKER_03"
1032300,1034300,"Hmm.",1027300,1027700,"SPEAKER_07"
1034300,1036300,"Snuffkin!",1034300,1034300,"SPEAKER_07"
1036300,1038300,"Snuffkin!",1035800,1036900,"SPEAKER_12"
1038300,1039300,"Snuffkin!",1037400,1040900,"SPEAKER_12"
1039300,1040300,"Snuffkin!",1037400,1040900,"SPEAKER_12"
1040300,1041300,"Snuffkin!",1037400,1040900,"SPEAKER_12"
1041300,1042300,"Snuffkin!",1037400,1040900,"SPEAKER_12"
1042300,1043300,"Snuffkin!",1037400,1040900,"SPEAKER_12"
1043300,1045300,"Snuffkin!",1037400,1040900,"SPEAKER_12"
1045300,1046300,"Snuffkin!",1044500,1045900,"SPEAKER_12"
1046300,1047300,"Snuffkin!",1045900,1046700,"SPEAKER_07"
1047300,1048300,"Snuffkin!",1045900,1046700,"SPEAKER_07"
1048300,1049300,"Snuffkin!",1047700,1047700,"SPEAKER_07"
1048300,1049300,"Snuffkin!",1047700,1048300,"SPEAKER_05"
1049300,1050300,"Snuffkin!",1049300,1050500,"SPEAKER_05"
1050300,1051300,"Wake up, spring is here.",1049300,1050500,"SPEAKER_05"
1051300,1052300,"Come on.",1050800,1053400,"SPEAKER_05"
1052300,1053300,"Hmm.",1050800,1053400,"SPEAKER_05"
1053300,1054300,"Hmm.",1050800,1053400,"SPEAKER_05"
1054300,1055300,"Hmm.",1053400,1054900,"SPEAKER_08"
1055300,1056300,"Hmm.",1054900,1056000,"SPEAKER_05"
1056300,1057300,"Oh, spring is here already.",1054900,1056000,"SPEAKER_05"
1057300,1058300,"Good morning, Papa, dear.",1057000,1061000,"SPEAKER_05"
1058300,1059300,"Hmm.",1057000,1061000,"SPEAKER_05"
1059300,1060300,"Good morning.",1057000,1061000,"SPEAKER_05"
1060300,1062300,"I have a feeling we've over slept.",1057000,1061000,"SPEAKER_05"
1062300,1064300,"I wonder whether the others are up yet.",1061800,1062000,"SPEAKER_05"
1064300,1065300,"Snuffkin?",1062400,1068500,"SPEAKER_02"
1065300,1066300,"Oh, shut up, Snuff.",1062400,1068500,"SPEAKER_02"
1066300,1069300,"Maybe she forgot how to cast off the spell.",1062400,1068500,"SPEAKER_02"
1069300,1070300,"Hi, Snuffkin!",1062400,1068500,"SPEAKER_02"
1070300,1071300,"Hi!",1069700,1071000,"SPEAKER_02"
