"start_text","end","text","start_sub","stop","speaker"
573000,577000,"I don't think this kite's any good for anybody!",573000,573200,"SPEAKER_14"
577000,580000,"The kite's fine. It's just that the wind is too weak.",577000,583500,"SPEAKER_08"
580000,584000,"Alright, we'll have to wait for it to get stronger.",577000,583500,"SPEAKER_08"
584000,587000,"Titty though, we certainly had a good strong wind yesterday.",583800,586700,"SPEAKER_08"
587000,589000,"Is it okay?",583800,586700,"SPEAKER_08"
589000,592000,"I think the wind is getting stronger, moment.",587400,588700,"SPEAKER_14"
609000,611000,"There it goes!",608900,610300,"SPEAKER_02"
612000,616000,"With me, hold the string, moment.",610800,612000,"SPEAKER_02"
616000,619000,"Boy, this wind is really strong! Can I let out the string now?",616000,616100,"SPEAKER_02"
619000,623000,"Do it slowly, mind. Alright!",617500,619900,"SPEAKER_14"
623000,627000,"Let me do it, Sniff, come on, it's my turn!",622100,623900,"SPEAKER_14"
627000,631000,"Let me break your kite, little boy.",624600,628200,"SPEAKER_14"
631000,634000,"Why not? Because you don't win, I'm told it!",629400,629900,"SPEAKER_14"
634000,636000,"I'm very strong!",632400,639600,"SPEAKER_14"
636000,639000,"Boy, it's quite right, you go up with it!",632400,639600,"SPEAKER_14"
652000,654000,"You're Sniff!",641300,643500,"SPEAKER_07"
654000,655000,"Yes, Papa?",652900,655200,"SPEAKER_08"
655000,658000,"It's difficult to hold it for a while.",652900,655200,"SPEAKER_08"
658000,660000,"Well, yes, you'd like it.",657700,659000,"SPEAKER_08"
660000,663000,"Hold it really tight, then.",660000,660000,"SPEAKER_08"
667000,670000,"Alright, I could do this long before he was born.",666900,669600,"SPEAKER_08"
670000,672000,"Oops!",666900,669600,"SPEAKER_08"
674000,677000,"What's happening?",674000,674000,"SPEAKER_07"
674000,677000,"What's happening?",674000,674600,"SPEAKER_08"
677000,680000,"Papa, why did you drop quickly?",676500,676600,"SPEAKER_07"
680000,683000,"Hey, I'm winding, I'm winding.",680000,680000,"SPEAKER_07"
680000,683000,"Hey, I'm winding, I'm winding.",680000,681000,"SPEAKER_08"
683000,684000,"Faster!",681000,682400,"SPEAKER_05"
684000,686000,"Oh, winding faster!",683100,684400,"SPEAKER_05"
686000,692000,"Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh.",684700,686000,"SPEAKER_05"
696000,699000,"That was definitely not my fault.",691100,691100,"SPEAKER_08"
699000,702000,"Of course it wasn't, with such a strong wind up there,",696100,696100,"SPEAKER_08"
699000,702000,"Of course it wasn't, with such a strong wind up there,",696100,705200,"SPEAKER_07"
702000,705000,"I think we have to lower the center of gravity a bit.",696100,696100,"SPEAKER_08"
702000,705000,"I think we have to lower the center of gravity a bit.",696100,705200,"SPEAKER_07"
708000,711000,"The kite's alright, Papa?",696100,696100,"SPEAKER_08"
708000,711000,"The kite's alright, Papa?",696100,705200,"SPEAKER_07"
711000,714000,"Hmm, maybe it would take me with it.",710800,713800,"SPEAKER_14"
727000,729000,"That's it!",710800,713800,"SPEAKER_14"
729000,733000,"I suppose that's to stop it from spinning around, is it snorke?",728500,729300,"SPEAKER_14"
733000,735000,"Yes, that's right.",730000,733500,"SPEAKER_14"
741000,743000,"What is it?",734400,734500,"SPEAKER_14"
745000,748000,"Listen, I'm going to ride that kite.",745000,745300,"SPEAKER_14"
748000,750000,"What did you say?",746100,747800,"SPEAKER_14"
750000,753000,"I think it's going to be okay now.",748300,750200,"SPEAKER_14"
753000,757000,"If I hold on really tight, I think I could have a wonderful ride on that kite.",753000,766900,"SPEAKER_14"
757000,760000,"Yes, maybe it'd be wonderful while you're up in the sky,",753000,766900,"SPEAKER_14"
760000,763000,"but you've seen how fast it can come down again.",753000,766900,"SPEAKER_14"
763000,766000,"But the snorke just said it won't fall down again.",753000,766900,"SPEAKER_14"
766000,767000,"Even so!",753000,766900,"SPEAKER_14"
767000,768000,"I'm going to do it.",767000,774200,"SPEAKER_14"
768000,772000,"But no one must see me or they might try to stop me if they guess what I'm up to.",767000,774200,"SPEAKER_14"
772000,774000,"Oh, please don't do it.",767000,774200,"SPEAKER_14"
774000,776000,"What are you doing?",767000,774200,"SPEAKER_14"
776000,778000,"Listen carefully.",774600,776100,"SPEAKER_14"
778000,780000,"Yes.",777700,778200,"SPEAKER_12"
780000,783000,"When we fly the kite next time...",777700,778200,"SPEAKER_12"
783000,784000,"Huh?",780100,782000,"SPEAKER_14"
784000,786000,"What are you two whispering about?",783900,788000,"SPEAKER_14"
786000,788000,"We weren't snorked, Maiden.",783900,788000,"SPEAKER_14"
788000,791000,"I was just saying to Sniff that the kite wouldn't fall down again.",788000,791100,"SPEAKER_02"
791000,793000,"It won't! Snork is fixed it.",788000,791100,"SPEAKER_02"
793000,795000,"But you can't be absolutely sure.",791100,795200,"SPEAKER_14"
795000,798000,"And you'll be holding the kite, won't you, Sniff?",791100,795200,"SPEAKER_14"
798000,799000,"Me?",798000,798400,"SPEAKER_14"
799000,801000,"Now then, do you want to do it, woman?",798900,8e+05,"SPEAKER_07"
801000,804000,"Yes, and this time I'll let out all the line.",8e+05,806500,"SPEAKER_14"
804000,807000,"And Sniff, you could hold it up, okay?",8e+05,806500,"SPEAKER_14"
807000,809000,"Yes, that's fine.",8e+05,806500,"SPEAKER_14"
809000,811000,"I'm counting on you, Sniff.",807500,809300,"SPEAKER_14"
811000,813000,"And so am I, Sniff.",809700,812700,"SPEAKER_14"
823000,825000,"Are you sure you'll be all right?",816400,817100,"SPEAKER_05"
825000,827000,"Of course I will, silly.",823300,825000,"SPEAKER_02"
827000,829000,"Well, I'm not so sure.",825500,827800,"SPEAKER_02"
829000,831000,"Why don't you keep your eyes closed then?",828800,830800,"SPEAKER_02"
831000,833000,"Good idea.",830800,831700,"SPEAKER_13"
833000,835000,"Okay, Sniff.",832100,832300,"SPEAKER_14"
835000,837000,"Let go of it when I say ready.",833500,838500,"SPEAKER_14"
837000,839000,"Bye.",833500,838500,"SPEAKER_14"
842000,844000,"Ready!",833500,838500,"SPEAKER_14"
868000,869000,"Yeah!",842600,844000,"SPEAKER_05"
882000,884000,"That's it. That's all of the line.",879200,879200,"SPEAKER_05"
882000,884000,"That's it. That's all of the line.",879200,884200,"SPEAKER_14"
884000,886000,"It's very high.",879200,879200,"SPEAKER_05"
884000,886000,"It's very high.",879200,884200,"SPEAKER_14"
886000,888000,"Must be some wind up there.",884900,887800,"SPEAKER_07"
888000,890000,"It's flying really well, isn't it?",884900,887800,"SPEAKER_07"
890000,892000,"Certainly is.",888400,890400,"SPEAKER_14"
893000,895000,"Whoa, whoa, whoa, whoa, whoa.",892800,894400,"SPEAKER_02"
895000,897000,"This is getting bumpy.",894500,894800,"SPEAKER_02"
897000,898000,"Oh!",895500,899300,"SPEAKER_02"
901000,902000,"What's that?",900100,903000,"SPEAKER_02"
902000,905000,"I'd say there's something very strange happening on that kite.",900100,903000,"SPEAKER_02"
905000,907000,"What is it?",903000,905200,"SPEAKER_14"
907000,909000,"I can't see properly from here.",906500,909000,"SPEAKER_07"
909000,911000,"I saw something.",906500,909000,"SPEAKER_07"
911000,913000,"Could it be a bird, maybe?",909300,910800,"SPEAKER_14"
913000,916000,"The kite is turned again, but it wasn't a bird.",911200,914300,"SPEAKER_14"
916000,918000,"Or a twig or something, then?",914300,925000,"SPEAKER_12"
918000,919000,"I can't see.",914300,925000,"SPEAKER_12"
919000,922000,"Do you see the back of the kite from where you are, Sniff?",914300,925000,"SPEAKER_12"
922000,925000,"No, Mom and Mama, because my eyes are closed.",914300,925000,"SPEAKER_12"
925000,926000,"Oh.",925000,925400,"SPEAKER_06"
926000,928000,"I think I know who it is.",925400,925400,"SPEAKER_12"
928000,929000,"Little Mai.",928000,928900,"SPEAKER_06"
929000,930000,"What?",929000,929000,"SPEAKER_05"
929000,930000,"What?",929000,929000,"SPEAKER_06"
929000,930000,"What?",929000,931000,"SPEAKER_05"
934000,936000,"No, I haven't seen that on my phone.",933000,940800,"SPEAKER_13"
936000,938000,"She seems to have disappeared.",933000,940800,"SPEAKER_13"
938000,939000,"Don't ask me anything.",933000,940800,"SPEAKER_13"
939000,941000,"I know nothing at all about it.",938100,938400,"SPEAKER_14"
941000,943000,"Sniff, what do you mean?",938100,938400,"SPEAKER_14"
943000,946000,"She was dead set on riding the kite.",941400,942900,"SPEAKER_13"
946000,947000,"I couldn't stop her.",943500,951000,"SPEAKER_13"
947000,948000,"What?",943500,951000,"SPEAKER_13"
948000,951000,"Moment, bring it down very slowly.",943500,951000,"SPEAKER_13"
951000,952000,"Huh?",951000,951200,"SPEAKER_06"
961000,962000,"Take it easy, Moment.",960400,960600,"SPEAKER_07"
962000,963000,"That wind is strong.",961500,964900,"SPEAKER_07"
963000,965000,"It could break the line.",961500,964900,"SPEAKER_07"
967000,969000,"But that was what a friend was best streamed.",961500,964900,"SPEAKER_07"
969000,971000,"It's the knot I wore in the board knot.",967200,971600,"SPEAKER_07"
971000,976000,"The warmth between our line and the bit that was still hanging from the kite when we found it.",967200,971600,"SPEAKER_07"
977000,979000,"The knot is fine.",972100,976400,"SPEAKER_07"
979000,980000,"If the knot is another knot.",977800,980500,"SPEAKER_07"
987000,989000,"It's over.",977800,980500,"SPEAKER_07"
989000,990000,"Oh my God.",977800,980500,"SPEAKER_07"
990000,991000,"It's over.",977800,980500,"SPEAKER_07"
991000,993000,"It's over.",977800,980500,"SPEAKER_07"
993000,994000,"It's over.",977800,980500,"SPEAKER_07"
1004000,1005000,"Hang on tight.",977800,980500,"SPEAKER_07"
1006000,1007000,"Little Mai.",1004500,1006500,"SPEAKER_08"
1007000,1009000,"That wind is getting stronger.",1006800,1009300,"SPEAKER_08"
1012000,1015000,"Oh, this is more scarier than I thought.",1006800,1009300,"SPEAKER_08"
1018000,1020000,"I'll just have to hang on as best as I can.",1017600,1021400,"SPEAKER_02"
1023000,1024000,"Don't move around so much.",1023000,1024300,"SPEAKER_02"
1024000,1026000,"I can't help it.",1023000,1024300,"SPEAKER_02"
1027000,1029000,"It's almost down.",1024700,1026100,"SPEAKER_02"
1030000,1031000,"What?",1027100,1029000,"SPEAKER_08"
1036000,1037000,"Oh.",1032100,1032400,"SPEAKER_08"
1044000,1046000,"It's not open.",1032100,1032400,"SPEAKER_08"
1046000,1047000,"Come on.",1046000,1046700,"SPEAKER_08"
1047000,1048000,"Jeff, get up.",1046700,1046700,"SPEAKER_13"
1048000,1049000,"All right.",1047400,1049000,"SPEAKER_08"
1050000,1052000,"Snort, play yourself together.",1050000,1052900,"SPEAKER_03"
1052000,1053000,"Yes, all right.",1050000,1052900,"SPEAKER_03"
1056000,1058000,"She's being blown away towards lonely mountain.",1055800,1059700,"SPEAKER_03"
1058000,1059000,"Snort.",1055800,1059700,"SPEAKER_03"
1059000,1061000,"Oh.",1058600,1059200,"SPEAKER_05"
1061000,1064000,"I do hope little Mai really is indestructible.",1060400,1061100,"SPEAKER_03"
1066000,1068000,"Where in the world is this kite taking me?",1061200,1064400,"SPEAKER_03"
1071000,1073000,"All lonely mountains.",1061200,1064400,"SPEAKER_03"
1073000,1075000,"I'm a long way from home.",1061200,1064400,"SPEAKER_03"
1083000,1084000,"Little Mai.",1083000,1083000,"SPEAKER_05"
1083000,1084000,"Little Mai.",1083000,1083100,"SPEAKER_14"
1084000,1086000,"Little Mai.",1083900,1084000,"SPEAKER_14"
1086000,1088000,"Now she's going towards the forest of witches.",1085900,1088000,"SPEAKER_06"
1088000,1091000,"She'll be all right if she fell into a tree when she...",1085900,1088000,"SPEAKER_06"
1093000,1094000,"I can't see her.",1093000,1095000,"SPEAKER_13"
1094000,1095000,"There's no sign of her.",1093000,1095000,"SPEAKER_13"
1095000,1098000,"Well, I'm almost sure she was heading this way.",1094900,1097800,"SPEAKER_08"
1101000,1102000,"What is it, Sniff?",1100800,1102400,"SPEAKER_08"
1102000,1104000,"Imagine she might have fallen somewhere.",1100800,1102400,"SPEAKER_08"
1104000,1107000,"She might be lying there waiting for help.",1102400,1107200,"SPEAKER_13"
1107000,1110000,"Oh, stop imagining things, Sniff.",1102400,1107200,"SPEAKER_13"
1110000,1111000,"She's still up there.",1107300,1112200,"SPEAKER_08"
1111000,1112000,"I'm sure of it.",1107300,1112200,"SPEAKER_08"
1115000,1116000,"What is it, Papa?",1115000,1116200,"SPEAKER_12"
1116000,1118000,"I saw something up there.",1115000,1116200,"SPEAKER_12"
1118000,1119000,"Little Mai?",1116500,1119100,"SPEAKER_08"
1119000,1121000,"No, Sniff.",1116500,1119100,"SPEAKER_08"
1121000,1125000,"No, it looked more like the Hobgoblin riding his panther through the sky.",1119800,1120800,"SPEAKER_08"
1125000,1126000,"Really?",1121300,1125900,"SPEAKER_08"
1126000,1128000,"Did you see that?",1121300,1125900,"SPEAKER_08"
1128000,1129000,"Did you?",1127300,1129200,"SPEAKER_08"
1129000,1130000,"You found me, Mai.",1127300,1129200,"SPEAKER_08"
1133000,1134000,"No, the Hobgoblin.",1132200,1135000,"SPEAKER_07"
1134000,1135000,"Then it was him.",1132200,1135000,"SPEAKER_07"
1135000,1136000,"Forget the Hobgoblin.",1135000,1135400,"SPEAKER_08"
1136000,1140000,"We're looking for Little Mai and all you can think of is the Hobgoblin.",1135400,1138500,"SPEAKER_12"
1140000,1141000,"Hobgoblin.",1139200,1139900,"SPEAKER_12"
1150000,1151000,"Oh, come on.",1139200,1139900,"SPEAKER_12"
1151000,1152000,"I won't shoot you.",1139200,1139900,"SPEAKER_12"
1170000,1172000,"Stop it, you're screaming.",1139200,1139900,"SPEAKER_12"
1172000,1174000,"Let go of my hair.",1139200,1139900,"SPEAKER_12"
1174000,1175000,"Stop it.",1139200,1139900,"SPEAKER_12"
1187000,1189000,"Where could she be?",1139200,1139900,"SPEAKER_12"
1189000,1190000,"This is no good.",1187200,1188500,"SPEAKER_14"
1190000,1193000,"We'll never find her wondering about like this.",1189500,1193000,"SPEAKER_14"
1194000,1196000,"Moomin, over here.",1189500,1193000,"SPEAKER_14"
1196000,1197000,"You found her?",1194700,1196200,"SPEAKER_06"
1201000,1203000,"There she is.",1196400,1197100,"SPEAKER_14"
1210000,1212000,"Try to cheer up, Snork Maiden.",1201600,1202700,"SPEAKER_14"
1212000,1213000,"I'll try.",1210500,1212700,"SPEAKER_03"
1213000,1215000,"Don't worry, Snork Maiden.",1213000,1217900,"SPEAKER_03"
1215000,1217000,"Moomin, Papa, will find her for sure.",1213000,1217900,"SPEAKER_03"
1221000,1224000,"Mama, Snork Maiden!",1218000,1218700,"SPEAKER_03"
1225000,1227000,"I'm so glad to see you.",1224600,1224900,"SPEAKER_02"
1227000,1230000,"But I just knew you'd be all right.",1224600,1224900,"SPEAKER_02"
1230000,1234000,"Like Moomin Mama said, Little Mai really is indestructible.",1229900,1236500,"SPEAKER_03"
1234000,1239000,"But just possibly it served her right to have her hair pulled.",1229900,1236500,"SPEAKER_03"
1239000,1241000,"There's still no sign of Little Mai?",1238300,1242300,"SPEAKER_00"
1241000,1242000,"No.",1238300,1242300,"SPEAKER_00"
1245000,1246000,"Be careful, Moomin!",1242800,1246300,"SPEAKER_00"
1247000,1249000,"Lizzo!",1242800,1246300,"SPEAKER_00"
1262000,1263000,"Be careful, Moomin!",1260600,1262300,"SPEAKER_06"
1263000,1287360,"Finally, the name was rescued too, but he almost certainly had a fun worst scare than",1260600,1262300,"SPEAKER_06"
1287360,1288320,"that were all mine.",1284500,1288100,"SPEAKER_00"
1317360,1327360,"The move ends, the move ends",1311300,1317200,"SPEAKER_11"
